adv,bottom,cod,doctop,fontname,height,non_stroking_color,object_type,page_number,size,stroking_color,text,top,type,upright,width,x0,x1,y0,y1,cont_num
1.000,336.060,8,28110.060,HIMFLA+FangSong,12.000,0,char,34,12.000,,（4）原告鄂尔多斯市金驼药业有限责任公司于本判决生效后十日内交回被告永泰集团有限,324.060,para,True,12.000,71.820,83.820,505.940,517.940,4
0.500,364.080,9,28138.080,HIMFLA+FangSong,12.000,0,char,34,12.000,,公司案涉“2018年度第一期超短期融资券”（18永泰集团SCP001）50万张，被告永泰集团有限,352.080,para,True,6.000,42.540,426.540,477.920,489.920,0
1.000,392.100,10,28166.100,HIMFLA+FangSong,12.000,0,char,34,12.000,,公司依据生效判决申请债券登记结算机构注销；,380.100,para,True,12.000,42.540,54.540,449.900,461.900,0
1.000,434.100,11,28208.100,HIMFLA+FangSong,12.000,0,char,34,12.000,,（5）驳回原告鄂尔多斯市金驼药业有限责任公司的其他诉讼请求。,422.100,para,True,12.000,71.820,83.820,407.900,419.900,4
0.500,476.040,12,28250.040,HIMFLA+FangSong,12.000,0,char,34,12.000,,被告永泰集团有限公司提起上诉，2021年6月11日，山西省高级人民法院作出二审判决，,464.040,para,True,6.000,71.820,354.638,365.960,377.960,0
1.000,504.060,13,28278.060,HIMFLA+FangSong,12.000,0,char,34,12.000,,驳回上诉，维持原判。,492.060,para,True,12.000,42.540,54.540,337.940,349.940,0
1.000,546.060,14,28320.060,HIMFLA+FangSong,12.000,0,char,34,12.000,,本案所涉资管计划为被动管理型定向产品，万和证券作为资管计划管理人以第三人身份参,534.060,para,True,12.000,71.820,83.820,295.940,307.940,0
1.000,574.080,15,28348.080,HIMFLA+FangSong,12.000,0,char,34,12.000,,与诉讼，未被要求承担相关责任。,562.080,para,True,12.000,42.540,54.540,267.920,279.920,0
0.500,616.080,16,28390.080,HIMFLA+FangSong,12.000,0,char,34,12.000,,2、万和证券管理的资管产品“万和证券富滇建投1号定向资产管理计划”投向上海莱士股,604.080,para,True,6.000,71.820,353.820,225.920,237.920,3
1.000,644.040,17,28418.040,HIMFLA+FangSong,12.000,0,char,34,12.000,,票质押回购项目，该资管计划委托人为中建投信托股份有限公司（以下简称“中建投信托”），,632.040,para,True,12.000,42.540,54.540,197.960,209.960,0
0.500,672.060,18,28446.060,HIMFLA+FangSong,12.000,0,char,34,12.000,,融资人为科瑞天诚投资控股有限公司（以下简称“科瑞天诚”），融资金额共计3亿元，约定购,660.060,para,True,6.000,42.540,486.540,169.940,181.940,0
0.500,700.080,19,28474.080,HIMFLA+FangSong,12.000,0,char,34,12.000,,回日期为2018年11月2日。被告科瑞天诚未按合同约定履行购回义务，构成违约。原告中建投,688.080,para,True,6.000,42.540,186.540,141.920,153.920,0
1.000,728.040,20,28502.040,HIMFLA+FangSong,12.000,0,char,34,12.000,,信托向杭州市中级人民法院起诉，列科瑞天诚、宁波科瑞金鼎投资合伙企业（有限合伙）、吴旭,716.040,para,True,12.000,42.540,54.540,113.960,125.960,0
0.500,756.060,21,28530.060,HIMFLA+FangSong,12.000,0,char,34,12.000,,为被告，列万和证券为第三人，要求科瑞天诚偿还融资本金3亿元及相应利息、违约金等。,744.060,para,True,6.000,42.540,378.540,85.940,97.940,0
0.500,84.060,0,28700.060,HIMFLA+FangSong,12.000,0,char,35,12.000,,浙江省杭州市中级人民法院于2021年5月13日作出如下判决：,72.060,para,True,6.000,71.820,323.820,757.940,769.940,0
1.000,126.060,1,28742.060,HIMFLA+FangSong,12.000,0,char,35,12.000,,（1）被告科瑞天诚投资控股有限公司于判决生效之日起十日内向原告返还融资本金人民币,114.060,para,True,12.000,71.820,83.820,715.940,727.940,4
0.500,154.080,2,28770.080,HIMFLA+FangSong,12.000,0,char,35,12.000,,"3亿元，支付融资利息人民币47,449,534.25元（利息暂计算至2020年6月30日，2020年7月",142.080,para,True,6.000,42.540,546.540,687.920,699.920,0
0.500,182.040,3,28798.040,HIMFLA+FangSong,12.000,0,char,35,12.000,,1日起至实际清偿之日止的利息以人民币3亿元中的未还部分为基数按照年利率10.5%另行计,170.040,para,True,6.000,42.540,468.540,659.960,671.960,0
1.000,210.060,4,28826.060,HIMFLA+FangSong,12.000,0,char,35,12.000,,付）；,198.060,para,True,12.000,42.540,54.540,631.940,643.940,0
1.000,252.060,5,28868.060,HIMFLA+FangSong,12.000,0,char,35,12.000,,（2）被告科瑞天诚投资控股有限公司于判决生效之日起十日内向原告支付违约金人民币,240.060,para,True,12.000,71.820,83.820,589.940,601.940,4
0.500,280.080,6,28896.080,HIMFLA+FangSong,12.000,0,char,35,12.000,,"39,846,575.34元（违约金暂计算至2020年6月30日, 2020年7月1日起至实际清偿之日止的",268.080,para,True,6.000,42.540,426.540,561.920,573.920,0
0.500,308.100,7,28924.100,HIMFLA+FangSong,12.000,0,char,35,12.000,,违约金以上述第一项中的本金人民币3亿元中的未还部分为基数按照年利率8%另行计付）；,296.100,para,True,6.000,42.540,447.540,533.900,545.900,0
1.000,350.040,8,28966.040,HIMFLA+FangSong,12.000,0,char,35,12.000,,（3）被告科瑞天诚投资控股有限公司于判决生效之日起十日内向原告支付律师费人民币,338.040,para,True,12.000,71.820,83.820,491.960,503.960,4
0.500,378.060,9,28994.060,HIMFLA+FangSong,12.000,0,char,35,12.000,,"12万元及财产保全保险费人民币336,960元；",366.060,para,True,6.000,42.540,273.540,463.940,475.940,0
0.500,420.060,10,29036.060,HIMFLA+FangSong,12.000,0,char,35,12.000,,（4）对上述第1、2、3项被告科瑞天诚投资控股有限公司所负债务，原告有权就被告科瑞,408.060,para,True,6.000,71.820,209.820,421.940,433.940,4
1.000,448.080,11,29064.080,HIMFLA+FangSong,12.000,0,char,35,12.000,,"天诚投资控股有限公司提供质押的上海莱士（证券代码：002252.SZ）2,535.5万股无限售流通",436.080,para,True,12.000,42.540,465.540,393.920,405.920,0
1.000,476.040,12,29092.040,HIMFLA+FangSong,12.000,0,char,35,12.000,,股股票以及被告宁波科瑞金鼎投资合伙企业（有限合伙）提供质押的上海莱士（证券代码：,464.040,para,True,12.000,42.540,54.540,365.960,377.960,0
0.500,504.060,13,29120.060,HIMFLA+FangSong,12.000,0,char,35,12.000,,002252.SZ）500万股无限售流通股股票以折价或者拍卖、变卖所得价款优先受偿；,492.060,para,True,6.000,42.540,141.540,337.940,349.940,0
1.000,546.060,14,29162.060,HIMFLA+FangSong,12.000,0,char,35,12.000,,被告宁波科瑞金鼎投资合伙企业（有限合伙）在实际承担质押担保责任后，有权向被告科,534.060,para,True,12.000,71.820,83.820,295.940,307.940,0
1.000,574.080,15,29190.080,HIMFLA+FangSong,12.000,0,char,35,12.000,,瑞天诚投资控股有限公司进行追偿。,562.080,para,True,12.000,42.540,54.540,267.920,279.920,0
1.000,616.080,16,29232.080,HIMFLA+FangSong,12.000,0,char,35,12.000,,（5）对上述第（1）、（2）、（3）项被告科瑞天诚投资控股有限公司所负债务，被告吴,604.080,para,True,12.000,71.820,83.820,225.920,237.920,4
1.000,644.040,17,29260.040,HIMFLA+FangSong,12.000,0,char,35,12.000,,"旭承担连带清偿责任；被告吴旭在实际承担清偿责任后,有权向被告科瑞天诚投资控股有限公司",632.040,para,True,12.000,42.540,54.540,197.960,209.960,0
1.000,672.060,18,29288.060,HIMFLA+FangSong,12.000,0,char,35,12.000,,进行追偿；,660.060,para,True,12.000,42.540,54.540,169.940,181.940,0
1.000,714.060,19,29330.060,HIMFLA+FangSong,12.000,0,char,35,12.000,,（6）驳回原告其他诉讼请求。,702.060,para,True,12.000,71.820,83.820,127.940,139.940,4
1.000,84.060,0,29542.060,HIMFLA+FangSong,12.000,0,char,36,12.000,,目前案件处于二审已立案待开庭阶段。万和证券作为资产管理计划管理人以第三人身份参,72.060,para,True,12.000,71.820,83.820,757.940,769.940,0
1.000,112.080,1,29570.080,HIMFLA+FangSong,12.000,0,char,36,12.000,,与诉讼，未被要求承担相关责任。,100.080,para,True,12.000,42.540,54.540,729.920,741.920,0
1.000,151.980,2,29609.980,HIMIJC+SimHei,12.000,0,char,36,12.000,,十一、信息披露事务管理制度变更情况,139.980,para,True,12.000,42.540,54.540,690.020,702.020,3
1.000,179.730,3,29639.230,HIMFLA+FangSong,10.500,0,char,36,10.500,,报告期内，本公司信息披露事务管理制度未发生变更。,169.230,para,True,10.500,63.540,74.040,662.270,672.770,0
1.000,82.522,0,30378.502,HIMGAO+SimSun,16.020,0,char,37,16.020,0,第四节 创新债券特别事项,66.502,para,True,16.020,202.200,218.220,759.478,775.498,2
1.000,109.980,1,30409.980,HIMIJC+SimHei,12.000,0,char,37,12.000,0,一、发行人为可交换债券发行人,97.980,para,True,12.000,42.540,54.540,732.020,744.020,3
1.000,165.960,3,30465.960,HIMIJC+SimHei,12.000,0,char,37,12.000,0,二、发行人为绿色公司债券发行人,153.960,para,True,12.000,42.540,54.540,676.040,688.040,3
1.000,221.940,5,30521.940,HIMIJC+SimHei,12.000,0,char,37,12.000,0,三、发行人为可续期公司债券发行人,209.940,para,True,12.000,42.540,54.540,620.060,632.060,3
1.000,277.980,7,30577.980,HIMIJC+SimHei,12.000,0,char,37,12.000,0,四、发行人为扶贫公司债券发行人,265.980,para,True,12.000,42.540,54.540,564.020,576.020,3
1.000,333.960,9,30633.960,HIMIJC+SimHei,12.000,0,char,37,12.000,0,五、发行人为一带一路公司债券发行人,321.960,para,True,12.000,42.540,54.540,508.040,520.040,3
1.000,82.522,0,31220.502,HIMGAO+SimSun,16.020,0,char,38,16.020,0,第五节 向普通投资者披露的信息,66.502,para,True,16.020,178.140,194.160,759.478,775.498,2
1.000,82.522,0,32062.502,HIMGAO+SimSun,16.020,0,char,39,16.020,0,第六节 财务报告,66.502,para,True,16.020,234.300,250.320,759.478,775.498,2
1.000,238.740,4,32222.740,HIMIJC+SimHei,12.000,0,char,39,12.000,0,一、财务报表,226.740,para,True,12.000,42.540,54.540,603.260,615.260,3
1.000,263.970,5,32249.470,HIMFLA+FangSong,10.500,0,char,39,10.500,0,（一） 合并资产负债表,253.470,para,True,10.500,42.540,53.040,578.030,588.530,4
1.000,311.969,6,32297.469,HIMFLA+FangSong,10.500,0,char,39,10.500,0,单位：元,301.469,para,True,10.500,504.600,515.100,530.031,540.531,0
0.500,335.550,7,32321.050,HIMFLA+FangSong,10.500,0,char,39,10.500,0,2020年12月31日,325.050,para,True,5.250,444.360,531.000,506.450,516.950,0
0.500,392.868,9,32378.368,HIMIKE+TimesNewRomanPSMT,10.500,0,char,39,10.500,0,"6,843,451,064.12",382.368,para,True,5.250,478.722,483.972,449.132,459.632,0
0.500,421.128,10,32406.628,HIMIKE+TimesNewRomanPSMT,10.500,0,char,39,10.500,0,"717,312,064.58",410.628,para,True,5.250,486.645,491.895,420.872,431.372,0
0.500,449.328,11,32434.828,HIMIKE+TimesNewRomanPSMT,10.500,0,char,39,10.500,0,"1,855,728,137.2",438.828,para,True,5.250,484.001,489.251,392.672,403.172,0
0.500,505.848,13,32491.348,HIMIKE+TimesNewRomanPSMT,10.500,0,char,39,10.500,0,"11,829,701,246.05",495.348,para,True,5.250,473.871,479.121,336.152,346.652,0
0.250,534.108,14,32519.608,HIMIKE+TimesNewRomanPSMT,10.500,0,char,39,10.500,0,"49,440,401.7",523.608,para,True,2.625,422.100,502.350,307.892,318.392,0
0.500,590.628,16,32576.128,HIMIKE+TimesNewRomanPSMT,10.500,0,char,39,10.500,0,"24,241,130.99",580.128,para,True,5.250,491.876,497.126,251.372,261.872,0
0.500,618.828,17,32604.328,HIMIKE+TimesNewRomanPSMT,10.500,0,char,39,10.500,0,"1,221,798,396.06",608.328,para,True,5.250,478.729,483.979,223.172,233.672,0
0.500,675.348,19,32660.848,HIMIKE+TimesNewRomanPSMT,10.500,0,char,39,10.500,0,"64,429,014.99",664.848,para,True,5.250,491.884,497.134,166.652,177.152,0
0.500,78.108,0,32905.608,HIMIKE+TimesNewRomanPSMT,10.500,0,char,40,10.500,,"35,022,722.29",67.608,para,True,5.250,491.889,497.139,763.892,774.392,0
0.500,106.368,1,32933.868,HIMIKE+TimesNewRomanPSMT,10.500,0,char,40,10.500,,"2,513,646,961.46",95.868,para,True,5.250,478.729,483.979,735.632,746.132,0
0.500,134.628,2,32962.128,HIMIKE+TimesNewRomanPSMT,10.500,0,char,40,10.500,,"82,718,250.02",124.128,para,True,5.250,491.889,497.139,707.372,717.872,0
0.500,162.888,3,32990.388,HIMIKE+TimesNewRomanPSMT,10.500,0,char,40,10.500,,"8,345,400",152.388,para,True,5.250,510.225,515.475,679.112,689.612,0
0.500,191.148,4,33018.648,HIMIKE+TimesNewRomanPSMT,10.500,0,char,40,10.500,,"600,075,452.06",180.648,para,True,5.250,486.645,491.895,650.852,661.352,0
0.500,219.408,5,33046.908,HIMIKE+TimesNewRomanPSMT,10.500,0,char,40,10.500,,"511,948,118.69",208.908,para,True,5.250,487.448,492.698,622.592,633.092,0
0.500,332.388,9,33159.888,HIMIKE+TimesNewRomanPSMT,10.500,0,char,40,10.500,,"902,074,573.24",321.888,para,True,5.250,486.645,491.895,509.612,520.112,0
0.500,360.648,10,33188.148,HIMIKE+TimesNewRomanPSMT,10.500,0,char,40,10.500,,"27,168,869,283.43",350.148,para,True,5.250,473.534,478.784,481.352,491.852,0
0.250,473.628,14,33301.128,HIMIKE+TimesNewRomanPSMT,10.500,0,char,40,10.500,,"15,700,221,715.65",463.128,para,True,2.625,422.100,478.769,368.372,378.872,0
0.500,501.888,15,33329.388,HIMIKE+TimesNewRomanPSMT,10.500,0,char,40,10.500,,"212,998,226.36",491.388,para,True,5.250,486.645,491.895,340.112,350.612,0
0.500,558.408,17,33385.908,HIMIKE+TimesNewRomanPSMT,10.500,0,char,40,10.500,,"18,866,255,923.36",547.908,para,True,5.250,473.521,478.771,283.592,294.092,0
0.500,586.608,18,33414.108,HIMIKE+TimesNewRomanPSMT,10.500,0,char,40,10.500,,"41,002,365.61",576.108,para,True,5.250,491.889,497.139,255.392,265.892,0
0.500,643.128,20,33470.628,HIMIKE+TimesNewRomanPSMT,10.500,0,char,40,10.500,,"108,787,879.08",632.628,para,True,5.250,486.645,491.895,198.872,209.372,0
0.500,671.388,21,33498.888,HIMIKE+TimesNewRomanPSMT,10.500,0,char,40,10.500,,"1,260,259,652.29",660.888,para,True,5.250,478.729,483.979,170.612,181.112,0
0.500,699.648,22,33527.148,HIMIKE+TimesNewRomanPSMT,10.500,0,char,40,10.500,,"364,707,293.99",689.148,para,True,5.250,486.627,491.877,142.352,152.852,0
0.500,106.368,1,33775.868,HIMIKE+TimesNewRomanPSMT,10.500,0,char,41,10.500,,"217,131,281.16",95.868,para,True,5.250,486.645,491.895,735.632,746.132,0
0.500,162.888,3,33832.388,HIMIKE+TimesNewRomanPSMT,10.500,0,char,41,10.500,,"940,854,205.69",152.388,para,True,5.250,486.627,491.877,679.112,689.612,0
0.500,191.148,4,33860.648,HIMIKE+TimesNewRomanPSMT,10.500,0,char,41,10.500,,"72,416,676.96",180.648,para,True,5.250,491.884,497.134,650.852,661.352,0
0.500,219.408,5,33888.908,HIMIKE+TimesNewRomanPSMT,10.500,0,char,41,10.500,,"186,158,659.28",208.908,para,True,5.250,486.646,491.896,622.592,633.092,0
0.500,247.608,6,33917.108,HIMIKE+TimesNewRomanPSMT,10.500,0,char,41,10.500,,"575,808,070.92",237.108,para,True,5.250,486.627,491.877,594.392,604.892,0
0.500,275.868,7,33945.368,HIMIKE+TimesNewRomanPSMT,10.500,0,char,41,10.500,,"38,546,601,950.35",265.368,para,True,5.250,473.534,478.784,566.132,576.632,0
0.500,304.128,8,33973.628,HIMIKE+TimesNewRomanPSMT,10.500,0,char,41,10.500,,"65,715,471,233.78",293.628,para,True,5.250,473.534,478.784,537.872,548.372,0
0.500,360.648,10,34030.148,HIMIKE+TimesNewRomanPSMT,10.500,0,char,41,10.500,,"10,092,202,450.28",350.148,para,True,5.250,473.534,478.784,481.352,491.852,0
0.500,417.108,12,34086.608,HIMIKE+TimesNewRomanPSMT,10.500,0,char,41,10.500,,"300,093,333.33",406.608,para,True,5.250,486.640,491.890,424.892,435.392,0
0.250,473.628,15,34143.128,HIMIKE+TimesNewRomanPSMT,10.500,0,char,41,10.500,,"9,998,356.2",463.128,para,True,2.625,422.100,507.629,368.372,378.872,0
0.500,530.148,18,34199.648,HIMIKE+TimesNewRomanPSMT,10.500,0,char,41,10.500,,"10,000,000",519.648,para,True,5.250,505.029,510.279,311.852,322.352,0
0.500,558.408,19,34227.908,HIMIKE+TimesNewRomanPSMT,10.500,0,char,41,10.500,,"707,244,757.19",547.908,para,True,5.250,486.627,491.877,283.592,294.092,0
0.500,586.608,20,34256.108,HIMIKE+TimesNewRomanPSMT,10.500,0,char,41,10.500,,"79,534,768.67",576.108,para,True,5.250,491.884,497.134,255.392,265.892,0
0.500,643.128,22,34312.628,HIMIKE+TimesNewRomanPSMT,10.500,0,char,41,10.500,,"3,069,500,269.28",632.628,para,True,5.250,478.729,483.979,198.872,209.372,0
0.500,756.108,26,34425.608,HIMIKE+TimesNewRomanPSMT,10.500,0,char,41,10.500,,"377,425,589.12",745.608,para,True,5.250,486.645,491.895,85.892,96.392,0
0.500,78.108,0,34589.608,HIMIKE+TimesNewRomanPSMT,10.500,0,char,42,10.500,,"392,900,532.25",67.608,para,True,5.250,486.645,491.895,763.892,774.392,0
0.500,106.368,1,34617.868,HIMIKE+TimesNewRomanPSMT,10.500,0,char,42,10.500,,"6,048,008,174.65",95.868,para,True,5.250,478.729,483.979,735.632,746.132,0
0.500,219.408,5,34730.908,HIMIKE+TimesNewRomanPSMT,10.500,0,char,42,10.500,,"1,769,644,944.67",208.908,para,True,5.250,478.732,483.982,622.592,633.092,0
0.500,304.128,8,34815.628,HIMIKE+TimesNewRomanPSMT,10.500,0,char,42,10.500,,"2,294,027.78",293.628,para,True,5.250,497.105,502.355,537.872,548.372,0
0.500,332.388,9,34843.888,HIMIKE+TimesNewRomanPSMT,10.500,0,char,42,10.500,,"1,971,772,794.65",321.888,para,True,5.250,478.744,483.994,509.612,520.112,0
0.500,360.648,10,34872.148,HIMIKE+TimesNewRomanPSMT,10.500,0,char,42,10.500,,"24,830,619,998.07",350.148,para,True,5.250,473.534,478.784,481.352,491.852,0
0.500,445.368,13,34956.868,HIMIKE+TimesNewRomanPSMT,10.500,0,char,42,10.500,,"2,723,650,000",434.868,para,True,5.250,491.866,497.116,396.632,407.132,0
0.500,473.628,14,34985.128,HIMIKE+TimesNewRomanPSMT,10.500,0,char,42,10.500,,"5,014,807,808.22",463.128,para,True,5.250,478.729,483.979,368.372,378.872,0
0.500,586.608,18,35098.108,HIMIKE+TimesNewRomanPSMT,10.500,0,char,42,10.500,,"297,766.34",576.108,para,True,5.250,505.003,510.253,255.392,265.892,0
0.500,643.128,20,35154.628,HIMIKE+TimesNewRomanPSMT,10.500,0,char,42,10.500,,"11,223,537.09",632.628,para,True,5.250,492.234,497.484,198.872,209.372,0
0.500,671.388,21,35182.888,HIMIKE+TimesNewRomanPSMT,10.500,0,char,42,10.500,,"61,322,252.6",660.888,para,True,5.250,497.104,502.354,170.612,181.112,0
0.500,699.648,22,35211.148,HIMIKE+TimesNewRomanPSMT,10.500,0,char,42,10.500,,"389,530,138.29",689.148,para,True,5.250,486.646,491.896,142.352,152.852,0
0.500,727.908,23,35239.408,HIMIKE+TimesNewRomanPSMT,10.500,0,char,42,10.500,,"34,300,000",717.408,para,True,5.250,505.029,510.279,114.092,124.592,0
0.500,756.108,24,35267.608,HIMIKE+TimesNewRomanPSMT,10.500,0,char,42,10.500,,"8,235,131,502.54",745.608,para,True,5.250,478.754,484.004,85.892,96.392,0
0.500,78.108,0,35431.608,HIMIKE+TimesNewRomanPSMT,10.500,0,char,43,10.500,,"33,065,751,500.61",67.608,para,True,5.250,473.534,478.784,763.892,774.392,0
0.500,134.628,2,35488.128,HIMIKE+TimesNewRomanPSMT,10.500,0,char,43,10.500,,"14,620,000,000",124.128,para,True,5.250,486.660,491.910,707.372,717.872,0
0.500,247.608,6,35601.108,HIMIKE+TimesNewRomanPSMT,10.500,0,char,43,10.500,,"5,304,893,916.61",237.108,para,True,5.250,478.729,483.979,594.392,604.892,0
0.500,304.128,8,35657.628,HIMIKE+TimesNewRomanPSMT,10.500,0,char,43,10.500,,"604,222,946.61",293.628,para,True,5.250,486.638,491.888,537.872,548.372,0
0.500,360.648,10,35714.148,HIMIKE+TimesNewRomanPSMT,10.500,0,char,43,10.500,,"542,978,189.14",350.148,para,True,5.250,486.645,491.895,481.352,491.852,0
0.500,388.908,11,35742.408,HIMIKE+TimesNewRomanPSMT,10.500,0,char,43,10.500,,"69,654,872.75",378.408,para,True,5.250,491.889,497.139,453.092,463.592,0
0.500,417.108,12,35770.608,HIMIKE+TimesNewRomanPSMT,10.500,0,char,43,10.500,,"7,594,649,294.37",406.608,para,True,5.250,478.729,483.979,424.892,435.392,0
0.500,445.368,13,35798.868,HIMIKE+TimesNewRomanPSMT,10.500,0,char,43,10.500,,"28,736,399,219.48",434.868,para,True,5.250,473.534,478.784,396.632,407.132,0
0.500,473.628,14,35827.128,HIMIKE+TimesNewRomanPSMT,10.500,0,char,43,10.500,,"3,913,320,513.69",463.128,para,True,5.250,478.745,483.995,368.372,378.872,0
0.500,501.888,15,35855.388,HIMIKE+TimesNewRomanPSMT,10.500,0,char,43,10.500,,"32,649,719,733.17",491.388,para,True,5.250,473.534,478.784,340.112,350.612,0
0.500,530.148,16,35883.648,HIMIKE+TimesNewRomanPSMT,10.500,0,char,43,10.500,,"65,715,471,233.78",519.648,para,True,5.250,473.534,478.784,311.852,322.352,0
1.000,562.230,17,35915.730,HIMFLA+FangSong,10.500,0,char,43,10.500,,法定代表人：胡国斌          主管会计工作负责人：杨剑平          主管会计工作负责人：李才均,551.730,para,True,10.500,42.540,53.040,279.770,290.270,0
1.000,590.250,18,35943.750,HIMFLA+FangSong,10.500,0,char,43,10.500,0,（二） 母公司资产负债表,579.750,para,True,10.500,42.540,53.040,251.750,262.250,4
1.000,618.270,19,35971.770,HIMFLA+FangSong,10.500,0,char,43,10.500,0,单位：元,607.770,para,True,10.500,504.600,515.100,223.730,234.230,0
0.500,641.850,20,35995.350,HIMFLA+FangSong,10.500,0,char,43,10.500,0,2020年12月31日,631.350,para,True,5.250,444.360,531.000,200.150,210.650,0
0.500,699.108,22,36052.608,HIMIKE+TimesNewRomanPSMT,10.500,0,char,43,10.500,0,"2,516,559,534.95",688.608,para,True,5.250,478.729,483.979,142.892,153.392,0
0.250,755.628,24,36109.128,HIMIKE+TimesNewRomanPSMT,10.500,0,char,43,10.500,0,"1,709,490.76",745.128,para,True,2.625,422.100,502.350,86.372,96.872,0
0.250,134.628,2,36330.128,HIMIKE+TimesNewRomanPSMT,10.500,0,char,44,10.500,,"32,525,000",124.128,para,True,2.625,422.100,510.269,707.372,717.872,0
0.500,219.408,5,36414.908,HIMIKE+TimesNewRomanPSMT,10.500,0,char,44,10.500,,"3,293,469,493.34",208.908,para,True,5.250,478.729,483.979,622.592,633.092,0
0.250,417.108,12,36612.608,HIMIKE+TimesNewRomanPSMT,10.500,0,char,44,10.500,,"879,600,000",406.608,para,True,2.625,422.100,504.990,424.892,435.392,0
0.500,445.368,13,36640.868,HIMIKE+TimesNewRomanPSMT,10.500,0,char,44,10.500,,"6,723,863,519.05",434.868,para,True,5.250,478.754,484.004,396.632,407.132,0
0.250,558.408,17,36753.908,HIMIKE+TimesNewRomanPSMT,10.500,0,char,44,10.500,,"14,479,201,824.72",547.908,para,True,2.625,422.100,478.769,283.592,294.092,0
0.500,614.868,19,36810.368,HIMIKE+TimesNewRomanPSMT,10.500,0,char,44,10.500,,"20,122,787,870.52",604.368,para,True,5.250,473.534,478.784,227.132,237.632,0
0.500,727.908,23,36923.408,HIMIKE+TimesNewRomanPSMT,10.500,0,char,44,10.500,,"989,753.73",717.408,para,True,5.250,505.003,510.253,114.092,124.592,0
0.500,275.868,7,37313.368,HIMIKE+TimesNewRomanPSMT,10.500,0,char,45,10.500,,"49,627,321.18",265.368,para,True,5.250,491.889,497.139,566.132,576.632,0
0.500,332.388,9,37369.888,HIMIKE+TimesNewRomanPSMT,10.500,0,char,45,10.500,,"34,652,606,770.15",321.888,para,True,5.250,473.534,478.784,509.612,520.112,0
0.500,360.648,10,37398.148,HIMIKE+TimesNewRomanPSMT,10.500,0,char,45,10.500,,"41,376,470,289.2",350.148,para,True,5.250,478.746,483.996,481.352,491.852,0
0.500,417.108,12,37454.608,HIMIKE+TimesNewRomanPSMT,10.500,0,char,45,10.500,,"4,650,000,000",406.608,para,True,5.250,491.866,497.116,424.892,435.392,0
0.500,530.148,16,37567.648,HIMIKE+TimesNewRomanPSMT,10.500,0,char,45,10.500,,"22,500",519.648,para,True,5.250,523.354,528.604,311.852,322.352,0
0.500,614.868,19,37652.368,HIMIKE+TimesNewRomanPSMT,10.500,0,char,45,10.500,,"144,466,635.19",604.368,para,True,5.250,486.645,491.895,227.132,237.632,0
0.500,643.128,20,37680.628,HIMIKE+TimesNewRomanPSMT,10.500,0,char,45,10.500,,"238,017,492.58",632.628,para,True,5.250,486.665,491.915,198.872,209.372,0
0.500,671.388,21,37708.888,HIMIKE+TimesNewRomanPSMT,10.500,0,char,45,10.500,,"3,560,246,211.87",660.888,para,True,5.250,479.084,484.334,170.612,181.112,0
0.250,78.108,0,37957.608,HIMIKE+TimesNewRomanPSMT,10.500,0,char,46,10.500,,"2,000,000",67.608,para,True,2.625,422.100,515.490,763.892,774.392,0
0.500,134.628,2,38014.128,HIMIKE+TimesNewRomanPSMT,10.500,0,char,46,10.500,,"8,594,752,839.64",124.128,para,True,5.250,478.722,483.972,707.372,717.872,0
0.500,191.148,4,38070.648,HIMIKE+TimesNewRomanPSMT,10.500,0,char,46,10.500,,"2,250,300,000",180.648,para,True,5.250,491.866,497.116,650.852,661.352,0
0.500,219.408,5,38098.908,HIMIKE+TimesNewRomanPSMT,10.500,0,char,46,10.500,,"3,999,644,689.14",208.908,para,True,5.250,478.732,483.982,622.592,633.092,0
0.500,388.908,11,38268.408,HIMIKE+TimesNewRomanPSMT,10.500,0,char,46,10.500,,"6,923,700",378.408,para,True,5.250,510.224,515.474,453.092,463.592,0
0.500,445.368,13,38324.868,HIMIKE+TimesNewRomanPSMT,10.500,0,char,46,10.500,,"368,992,843.5",434.868,para,True,5.250,491.871,497.121,396.632,407.132,0
0.500,501.888,15,38381.388,HIMIKE+TimesNewRomanPSMT,10.500,0,char,46,10.500,,"6,625,861,232.64",491.388,para,True,5.250,478.729,483.979,340.112,350.612,0
0.500,530.148,16,38409.648,HIMIKE+TimesNewRomanPSMT,10.500,0,char,46,10.500,,"15,220,614,072.28",519.648,para,True,5.250,473.525,478.775,311.852,322.352,0
0.500,586.608,18,38466.108,HIMIKE+TimesNewRomanPSMT,10.500,0,char,46,10.500,,"14,620,000,000",576.108,para,True,5.250,486.660,491.910,255.392,265.892,0
0.500,699.648,22,38579.148,HIMIKE+TimesNewRomanPSMT,10.500,0,char,46,10.500,,"6,405,564,873.08",689.148,para,True,5.250,478.729,483.979,142.352,152.852,0
0.250,756.108,24,38635.608,HIMIKE+TimesNewRomanPSMT,10.500,0,char,46,10.500,,"696,427,599.04",745.608,para,True,2.625,422.100,491.910,85.892,96.392,0
0.500,106.368,1,38827.868,HIMIKE+TimesNewRomanPSMT,10.500,0,char,47,10.500,,"542,978,189.14",95.868,para,True,5.250,486.645,491.895,735.632,746.132,0
0.500,134.628,2,38856.128,HIMIKE+TimesNewRomanPSMT,10.500,0,char,47,10.500,,"3,890,885,555.66",124.128,para,True,5.250,478.729,483.979,707.372,717.872,0
