,adv,bottom,cod,doctop,fontname,height,non_stroking_color,object_type,page_number,size,stroking_color,text,top,upright,width,x0,x1,y0,y1,type,
2062,2.387,472.27,22,28243.25,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,456.17,TRUE,2.387,392.11,510.7735484,371.47,382.03,tbl,
2063,10.56,488.35,23,28258.439,ABCDEE+宋体,10.56,0,char,34,10.56,0,分保费用 ,472.27,TRUE,10.56,84.624,273.65,355.13,365.69,tbl,
2064,2.387,488.35,23,28259.35,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,472.27,TRUE,2.387,273.65,392.11,355.37,365.93,tbl,
2065,2.387,488.35,23,28259.35,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,472.27,TRUE,2.387,392.11,510.7735484,355.37,365.93,tbl,
2066,10.56,504.55,24,28274.639,ABCDEE+宋体,10.56,0,char,34,10.56,0,税金及附加 ,488.35,TRUE,10.56,84.624,273.65,338.93,349.49,tbl,
2067,5.354,504.55,24,28275.55,ABCDEE+Calibri,10.56,0,char,34,10.56,0,"15,992,220.75",488.35,TRUE,5.354,273.65,392.11,339.17,349.73,tbl,
2068,5.354,504.55,24,28275.55,ABCDEE+Calibri,10.56,0,char,34,10.56,0,"8,539,342.41",488.35,TRUE,5.354,392.11,510.7735484,339.17,349.73,tbl,
2069,10.56,520.63,25,28290.719,ABCDEE+宋体,10.56,0,char,34,10.56,0,销售费用 ,504.55,TRUE,10.56,84.624,273.65,322.85,333.41,tbl,
2070,5.354,520.63,25,28291.63,ABCDEE+Calibri,10.56,0,char,34,10.56,0,"2,581,327.13",504.55,TRUE,5.354,273.65,392.11,323.09,333.65,tbl,
2071,5.354,520.63,25,28291.63,ABCDEE+Calibri,10.56,0,char,34,10.56,0,"4,377,328.74",504.55,TRUE,5.354,392.11,510.7735484,323.09,333.65,tbl,
2072,10.56,536.71,26,28306.799,ABCDEE+宋体,10.56,0,char,34,10.56,0,管理费用 ,520.63,TRUE,10.56,84.624,273.65,306.77,317.33,tbl,
2073,5.354,536.71,26,28307.71,ABCDEE+Calibri,10.56,0,char,34,10.56,0,"29,943,930.19",520.63,TRUE,5.354,273.65,392.11,307.01,317.57,tbl,
2074,5.354,536.71,26,28307.71,ABCDEE+Calibri,10.56,0,char,34,10.56,0,"23,252,748.18",520.63,TRUE,5.354,392.11,510.7735484,307.01,317.57,tbl,
2075,10.56,552.79,27,28322.879,ABCDEE+宋体,10.56,0,char,34,10.56,0,研发费用 ,536.71,TRUE,10.56,84.624,273.65,290.69,301.25,tbl,
2076,2.387,552.79,27,28323.79,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,536.71,TRUE,2.387,273.65,392.11,290.93,301.49,tbl,
2077,2.387,552.79,27,28323.79,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,536.71,TRUE,2.387,392.11,510.7735484,290.93,301.49,tbl,
2078,10.56,568.87,28,28338.959,ABCDEE+宋体,10.56,0,char,34,10.56,0,财务费用 ,552.79,TRUE,10.56,84.624,273.65,274.61,285.17,tbl,
2079,5.354,568.87,28,28339.87,ABCDEE+Calibri,10.56,0,char,34,10.56,0,"9,478,673.06",552.79,TRUE,5.354,273.65,392.11,274.85,285.41,tbl,
2080,5.354,568.87,28,28339.87,ABCDEE+Calibri,10.56,0,char,34,10.56,0,"17,407,776.70",552.79,TRUE,5.354,392.11,510.7735484,274.85,285.41,tbl,
2081,10.56,584.95,29,28355.039,ABCDEE+宋体,10.56,0,char,34,10.56,0,其中：利息费用 ,568.87,TRUE,10.56,84.624,273.65,258.53,269.09,tbl,
2082,2.387,584.95,29,28355.95,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,568.87,TRUE,2.387,273.65,392.11,258.77,269.33,tbl,
2083,2.387,584.95,29,28355.95,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,568.87,TRUE,2.387,392.11,510.7735484,258.77,269.33,tbl,
2084,10.56,601.15,30,28371.239,ABCDEE+宋体,10.56,0,char,34,10.56,0,利息收入 ,584.95,TRUE,10.56,84.624,273.65,242.33,252.89,tbl,
2085,2.387,601.15,30,28372.15,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,584.95,TRUE,2.387,273.65,392.11,242.57,253.13,tbl,
2086,2.387,601.15,30,28372.15,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,584.95,TRUE,2.387,392.11,510.7735484,242.57,253.13,tbl,
2087,10.56,617.23,31,28387.319,ABCDEE+宋体,10.56,0,char,34,10.56,0,加：其他收益 ,601.15,TRUE,10.56,84.624,273.65,226.25,236.81,tbl,
2088,5.354,617.23,31,28388.23,ABCDEE+Calibri,10.56,0,char,34,10.56,0,"48,674,323.75",601.15,TRUE,5.354,273.65,392.11,226.49,237.05,tbl,
2089,5.354,617.23,31,28388.23,ABCDEE+Calibri,10.56,0,char,34,10.56,0,"60,621,466.52",601.15,TRUE,5.354,392.11,510.7735484,226.49,237.05,tbl,
2090,10.56,648.91,32,28403.399,ABCDEE+宋体,10.56,0,char,34,10.56,0,投资收益（损失以“－”号填列） ,617.23,TRUE,10.56,84.624,273.65,194.57,221.881,tbl,
2091,5.354,648.91,32,28404.31,ABCDEE+Calibri,10.56,0,char,34,10.56,0,"5,705,111.89",617.23,TRUE,5.354,273.65,392.11,210.41,220.97,tbl,
2092,3.231,648.91,32,28404.31,ABCDEE+Calibri,10.56,0,char,34,10.56,0,"-773,002.40",617.23,TRUE,3.231,392.11,510.7735484,210.41,220.97,tbl,
2093,10.56,680.62,33,28435.109,ABCDEE+宋体,10.56,0,char,34,10.56,0,其中：对联营企业和合营企业的投资收益 ,648.91,TRUE,10.56,84.624,273.65,162.86,190.171,tbl,
2094,2.387,680.62,33,28436.02,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,648.91,TRUE,2.387,273.65,392.11,178.7,189.26,tbl,
2095,2.387,680.62,33,28436.02,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,648.91,TRUE,2.387,392.11,510.7735484,178.7,189.26,tbl,
2096,10.56,712.3,34,28466.789,ABCDEE+宋体,10.56,0,char,34,10.56,0,以摊余成本计量的金融资产终止确认收益 ,680.62,TRUE,10.56,84.624,273.65,131.18,158.491,tbl,
2097,2.387,712.3,34,28467.7,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,680.62,TRUE,2.387,273.65,392.11,147.02,157.58,tbl,
2098,2.387,712.3,34,28467.7,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,680.62,TRUE,2.387,392.11,510.7735484,147.02,157.58,tbl,
2099,10.56,743.976,35,28498.469,ABCDEE+宋体,10.56,0,char,34,10.56,0,汇兑收益（损失以“－”号填列） ,712.3,TRUE,10.56,84.624,273.65,99.5,126.811,tbl,
2100,2.387,743.976,35,28499.38,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,712.3,TRUE,2.387,273.65,392.11,115.34,125.9,tbl,
2101,2.387,743.976,35,28499.38,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,712.3,TRUE,2.387,392.11,510.7735484,115.34,125.9,tbl,
2102,10.56,760.176,36,28530.265,ABCDEE+宋体,10.56,0,char,34,10.56,0,净敞口套期收益（损失以“-”号,743.976,TRUE,10.56,84.624,273.65,83.304,93.864,tbl,
2103,2.387,760.176,36,28531.176,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,743.976,TRUE,2.387,273.65,392.11,83.544,94.104,tbl,
2104,2.387,760.176,36,28531.176,ABCDEE+Calibri,10.56,0,char,34,10.56,0, ,743.976,TRUE,2.387,392.11,510.7735484,83.544,94.104,tbl,
2105,4.563,792.186,37,28566.546,ABCDEE+Calibri,9,0,char,34,9,0,34,783.186,TRUE,4.563,293.09,297.653,49.734,58.734,para,页脚
2106,2.555,48.54,0,28668.78,ABCDEE+Calibri,5.04,0,char,35,5.04,0,8,43.5,TRUE,2.555,90.024,92.579,793.38,798.42,para,页眉
2107,2.555,48.54,1,28668.78,ABCDEE+Calibri,5.04,0,char,35,5.04,0,8,43.5,TRUE,2.555,90.024,92.579,792,798.42,para,页眉
2108,10.56,88.32,2,28700.329,ABCDEE+宋体,10.56,0,char,35,10.56,0,填列） ,72.24,TRUE,10.56,84.624,273.65,755.16,765.72,tbl,
2109,,88.32,2,,,,,,,,,,72.24,,,273.65,392.11,,,tbl,
2110,,88.32,2,,,,,,,,,,72.24,,,392.11,510.82,,,tbl,
2111,10.56,120.02,3,28716.429,ABCDEE+宋体,10.56,0,char,35,10.56,0,公允价值变动收益（损失以“－”号填列） ,88.32,TRUE,10.56,84.624,273.65,723.46,750.771,tbl,
2112,2.387,120.02,3,28717.34,ABCDEE+Calibri,10.56,0,char,35,10.56,0, ,88.32,TRUE,2.387,273.65,392.11,739.3,749.86,tbl,
2113,2.387,120.02,3,28717.34,ABCDEE+Calibri,10.56,0,char,35,10.56,0, ,88.32,TRUE,2.387,392.11,510.82,739.3,749.86,tbl,
2114,10.56,151.7,4,28748.109,ABCDEE+宋体,10.56,0,char,35,10.56,0,信用减值损失（损失以“-”号填列） ,120.02,TRUE,10.56,84.624,273.65,691.78,717.94,tbl,
2115,2.387,151.7,4,28749.02,ABCDEE+Calibri,10.56,0,char,35,10.56,0, ,120.02,TRUE,2.387,273.65,392.11,707.62,718.18,tbl,
2116,2.387,151.7,4,28749.02,ABCDEE+Calibri,10.56,0,char,35,10.56,0, ,120.02,TRUE,2.387,392.11,510.82,707.62,718.18,tbl,
2117,10.56,183.5,5,28779.909,ABCDEE+宋体,10.56,0,char,35,10.56,0,资产减值损失（损失以“-”号填列） ,151.7,TRUE,10.56,84.624,273.65,659.98,686.14,tbl,
2118,5.354,183.5,5,28780.82,ABCDEE+Calibri,10.56,0,char,35,10.56,0,"18,156,490.24",151.7,TRUE,5.354,273.65,392.11,675.82,686.38,tbl,
2119,3.231,183.5,5,28780.82,ABCDEE+Calibri,10.56,0,char,35,10.56,0,"-7,122,094.85",151.7,TRUE,3.231,392.11,510.82,675.82,686.38,tbl,
2120,10.56,215.18,6,28811.589,ABCDEE+宋体,10.56,0,char,35,10.56,0,资产处置收益（损失以“－”号填列） ,183.5,TRUE,10.56,84.624,273.65,628.3,655.611,tbl,
2121,2.387,215.18,6,28812.5,ABCDEE+Calibri,10.56,0,char,35,10.56,0, ,183.5,TRUE,2.387,273.65,392.11,644.14,654.7,tbl,
2122,5.354,215.18,6,28812.5,ABCDEE+Calibri,10.56,0,char,35,10.56,0,221.63,183.5,TRUE,5.354,392.11,510.82,644.14,654.7,tbl,
2123,10.56,246.86,7,28843.269,ABCDEE+宋体,10.56,0,char,35,10.56,0,三、营业利润（亏损以“－”号填列） ,215.18,TRUE,10.56,84.624,273.65,596.62,623.931,tbl,
2124,5.354,246.86,7,28844.18,ABCDEE+Calibri,10.56,0,char,35,10.56,0,"154,597,387.56",215.18,TRUE,5.354,273.65,392.11,612.46,623.02,tbl,
2125,5.354,246.86,7,28844.18,ABCDEE+Calibri,10.56,0,char,35,10.56,0,"128,853,223.42",215.18,TRUE,5.354,392.11,510.82,612.46,623.02,tbl,
2126,10.56,262.94,8,28874.949,ABCDEE+宋体,10.56,0,char,35,10.56,0,加：营业外收入 ,246.86,TRUE,10.56,84.624,273.65,580.54,591.1,tbl,
2127,5.354,262.94,8,28875.86,ABCDEE+Calibri,10.56,0,char,35,10.56,0,"3,050,191.52",246.86,TRUE,5.354,273.65,392.11,580.78,591.34,tbl,
2128,5.354,262.94,8,28875.86,ABCDEE+Calibri,10.56,0,char,35,10.56,0,"80,115.70",246.86,TRUE,5.354,392.11,510.82,580.78,591.34,tbl,
2129,10.56,279.02,9,28891.029,ABCDEE+宋体,10.56,0,char,35,10.56,0,减：营业外支出 ,262.94,TRUE,10.56,84.624,273.65,564.46,575.02,tbl,
2130,5.354,279.02,9,28891.94,ABCDEE+Calibri,10.56,0,char,35,10.56,0,"3,506,308.33",262.94,TRUE,5.354,273.65,392.11,564.7,575.26,tbl,
2131,5.354,279.02,9,28891.94,ABCDEE+Calibri,10.56,0,char,35,10.56,0,"917,772.18",262.94,TRUE,5.354,392.11,510.82,564.7,575.26,tbl,
2132,10.56,310.73,10,28907.139,ABCDEE+宋体,10.56,0,char,35,10.56,0,四、利润总额（亏损总额以“－”号填列） ,279.02,TRUE,10.56,84.624,273.65,532.75,558.91,tbl,
2133,5.354,310.73,10,28908.05,ABCDEE+Calibri,10.56,0,char,35,10.56,0,"154,141,270.75",279.02,TRUE,5.354,273.65,392.11,548.59,559.15,tbl,
2134,5.354,310.73,10,28908.05,ABCDEE+Calibri,10.56,0,char,35,10.56,0,"128,015,566.94",279.02,TRUE,5.354,392.11,510.82,548.59,559.15,tbl,
2135,10.56,326.93,11,28938.939,ABCDEE+宋体,10.56,0,char,35,10.56,0,减：所得税费用 ,310.73,TRUE,10.56,84.624,273.65,516.55,527.11,tbl,
2136,5.354,326.93,11,28939.85,ABCDEE+Calibri,10.56,0,char,35,10.56,0,"34,932,800.00",310.73,TRUE,5.354,273.65,392.11,516.79,527.35,tbl,
2137,5.354,326.93,11,28939.85,ABCDEE+Calibri,10.56,0,char,35,10.56,0,"22,664,634.75",310.73,TRUE,5.354,392.11,510.82,516.79,527.35,tbl,
2138,10.56,343.01,12,28955.019,ABCDEE+宋体,10.56,0,char,35,10.56,0,五、净利润（净亏损以“－”号填列） ,326.93,TRUE,10.56,84.624,273.65,500.47,511.03,tbl,
2139,5.354,343.01,12,28955.93,ABCDEE+Calibri,10.56,0,char,35,10.56,0,"119,208,470.75",326.93,TRUE,5.354,273.65,392.11,500.71,511.27,tbl,
2140,5.354,343.01,12,28955.93,ABCDEE+Calibri,10.56,0,char,35,10.56,0,"105,350,932.19",326.93,TRUE,5.354,392.11,510.82,500.71,511.27,tbl,
2141,10.56,359.09,13,28971.099,ABCDEE+宋体,10.56,0,char,35,10.56,0,（一）按经营持续性分类 ,343.01,TRUE,10.56,84.624,273.65,484.39,494.95,tbl,
2142,2.387,359.09,13,28972.01,ABCDEE+Calibri,10.56,0,char,35,10.56,0, ,343.01,TRUE,2.387,273.65,392.11,484.63,495.19,tbl,
2143,2.387,359.09,13,28972.01,ABCDEE+Calibri,10.56,0,char,35,10.56,0, ,343.01,TRUE,2.387,392.11,510.82,484.63,495.19,tbl,
2144,10.56,390.77,14,28988.33,ABCDEE+Calibri,10.56,0,char,35,10.56,0,1.持续经营净利润（净亏损以“－”号填列） ,359.09,TRUE,5.354,84.624,273.65,452.71,478.87,tbl,
2145,5.354,390.77,14,28988.09,ABCDEE+Calibri,10.56,0,char,35,10.56,0,"119,208,470.75",359.09,TRUE,5.354,273.65,392.11,468.55,479.11,tbl,
2146,5.354,390.77,14,28988.09,ABCDEE+Calibri,10.56,0,char,35,10.56,0,"105,350,932.19",359.09,TRUE,5.354,392.11,510.82,468.55,479.11,tbl,
2147,10.56,422.45,15,29020.01,ABCDEE+Calibri,10.56,0,char,35,10.56,0,2.终止经营净利润（净亏损以“－”号填列） ,390.77,TRUE,5.354,84.624,273.65,421.03,447.19,tbl,
2148,2.387,422.45,15,29019.77,ABCDEE+Calibri,10.56,0,char,35,10.56,0, ,390.77,TRUE,2.387,273.65,392.11,436.87,447.43,tbl,
2149,2.387,422.45,15,29019.77,ABCDEE+Calibri,10.56,0,char,35,10.56,0, ,390.77,TRUE,2.387,392.11,510.82,436.87,447.43,tbl,
2150,10.56,438.53,16,29050.539,ABCDEE+宋体,10.56,0,char,35,10.56,0,（二）按所有权归属分类 ,422.45,TRUE,10.56,84.624,273.65,404.95,415.51,tbl,
2151,2.387,438.53,16,29051.45,ABCDEE+Calibri,10.56,0,char,35,10.56,0, ,422.45,TRUE,2.387,273.65,392.11,405.19,415.75,tbl,
2152,2.387,438.53,16,29051.45,ABCDEE+Calibri,10.56,0,char,35,10.56,0, ,422.45,TRUE,2.387,392.11,510.82,405.19,415.75,tbl,
2153,10.56,470.33,17,29067.89,ABCDEE+Calibri,10.56,0,char,35,10.56,0,1.归属于母公司股东的净利润（净亏损以“-”号填列） ,438.53,TRUE,5.354,84.624,273.65,373.15,399.31,tbl,
2154,5.354,470.33,17,29067.65,ABCDEE+Calibri,10.56,0,char,35,10.56,0,"118,523,167.20",438.53,TRUE,5.354,273.65,392.11,388.99,399.55,tbl,
2155,5.354,470.33,17,29067.65,ABCDEE+Calibri,10.56,0,char,35,10.56,0,"104,508,928.98",438.53,TRUE,5.354,392.11,510.82,388.99,399.55,tbl,
2156,10.56,502.03,18,29099.59,ABCDEE+Calibri,10.56,0,char,35,10.56,0,2.少数股东损益（净亏损以“-”号填列） ,470.33,TRUE,5.354,84.624,273.65,341.45,367.61,tbl,
2157,5.354,502.03,18,29099.35,ABCDEE+Calibri,10.56,0,char,35,10.56,0,"685,303.55",470.33,TRUE,5.354,273.65,392.11,357.29,367.85,tbl,
2158,5.354,502.03,18,29099.35,ABCDEE+Calibri,10.56,0,char,35,10.56,0,"842,003.21",470.33,TRUE,5.354,392.11,510.82,357.29,367.85,tbl,
2159,10.56,518.11,19,29130.119,ABCDEE+宋体,10.56,0,char,35,10.56,0,六、其他综合收益的税后净额 ,502.03,TRUE,10.56,84.624,273.65,325.37,335.93,tbl,
2160,2.387,518.11,19,29131.03,ABCDEE+Calibri,10.56,0,char,35,10.56,0, ,502.03,TRUE,2.387,273.65,392.11,325.61,336.17,tbl,
2161,2.387,518.11,19,29131.03,ABCDEE+Calibri,10.56,0,char,35,10.56,0, ,502.03,TRUE,2.387,392.11,510.82,325.61,336.17,tbl,
2162,10.56,549.79,20,29146.199,ABCDEE+宋体,10.56,0,char,35,10.56,0,（一）归属母公司所有者的其他综合收益的税后净额 ,518.11,TRUE,10.56,84.624,273.65,293.69,321.001,tbl,
2163,2.387,549.79,20,29147.11,ABCDEE+Calibri,10.56,0,char,35,10.56,0, ,518.11,TRUE,2.387,273.65,392.11,309.53,320.09,tbl,
2164,2.387,549.79,20,29147.11,ABCDEE+Calibri,10.56,0,char,35,10.56,0, ,518.11,TRUE,2.387,392.11,510.82,309.53,320.09,tbl,
2165,10.56,581.47,21,29179.03,ABCDEE+Calibri,10.56,0,char,35,10.56,0,1．不能重分类进损益的其他综合收益 ,549.79,TRUE,5.354,84.624,273.65,262.01,288.17,tbl,
2166,2.387,581.47,21,29178.79,ABCDEE+Calibri,10.56,0,char,35,10.56,0, ,549.79,TRUE,2.387,273.65,392.11,277.85,288.41,tbl,
2167,2.387,581.47,21,29178.79,ABCDEE+Calibri,10.56,0,char,35,10.56,0, ,549.79,TRUE,2.387,392.11,510.82,277.85,288.41,tbl,
2168,10.56,597.55,22,29209.559,ABCDEE+宋体,10.56,0,char,35,10.56,0,（1）重新计量设定受益计划变动额 ,581.47,TRUE,10.56,84.624,273.65,245.93,256.49,tbl,
2169,2.387,597.55,22,29210.47,ABCDEE+Calibri,10.56,0,char,35,10.56,0, ,581.47,TRUE,2.387,273.65,392.11,246.17,256.73,tbl,
2170,2.387,597.55,22,29210.47,ABCDEE+Calibri,10.56,0,char,35,10.56,0, ,581.47,TRUE,2.387,392.11,510.82,246.17,256.73,tbl,
2171,10.56,629.35,23,29225.759,ABCDEE+宋体,10.56,0,char,35,10.56,0,（2）权益法下不能转损益的其他综合收益 ,597.55,TRUE,10.56,84.624,273.65,214.13,240.29,tbl,
2172,2.387,629.35,23,29226.67,ABCDEE+Calibri,10.56,0,char,35,10.56,0, ,597.55,TRUE,2.387,273.65,392.11,229.97,240.53,tbl,
2173,2.387,629.35,23,29226.67,ABCDEE+Calibri,10.56,0,char,35,10.56,0, ,597.55,TRUE,2.387,392.11,510.82,229.97,240.53,tbl,
2174,10.56,661.06,24,29257.439,ABCDEE+宋体,10.56,0,char,35,10.56,0,（3）其他权益工具投资公允价值变动 ,629.35,TRUE,10.56,84.624,273.65,182.45,208.61,tbl,
2175,2.387,661.06,24,29258.35,ABCDEE+Calibri,10.56,0,char,35,10.56,0, ,629.35,TRUE,2.387,273.65,392.11,198.29,208.85,tbl,
2176,2.387,661.06,24,29258.35,ABCDEE+Calibri,10.56,0,char,35,10.56,0, ,629.35,TRUE,2.387,392.11,510.82,198.29,208.85,tbl,
2177,10.56,692.74,25,29289.149,ABCDEE+宋体,10.56,0,char,35,10.56,0,（4）企业自身信用风险公允价值变动 ,661.06,TRUE,10.56,84.624,273.65,150.74,176.9,tbl,
2178,2.387,692.74,25,29290.06,ABCDEE+Calibri,10.56,0,char,35,10.56,0, ,661.06,TRUE,2.387,273.65,392.11,166.58,177.14,tbl,
2179,2.387,692.74,25,29290.06,ABCDEE+Calibri,10.56,0,char,35,10.56,0, ,661.06,TRUE,2.387,392.11,510.82,166.58,177.14,tbl,
2180,10.56,724.42,26,29321.98,ABCDEE+Calibri,10.56,0,char,35,10.56,0,2．将重分类进损益的其他综合收益 ,692.74,TRUE,5.354,84.624,273.65,119.06,145.22,tbl,
2181,2.387,724.42,26,29321.74,ABCDEE+Calibri,10.56,0,char,35,10.56,0, ,692.74,TRUE,2.387,273.65,392.11,134.9,145.46,tbl,
2182,2.387,724.42,26,29321.74,ABCDEE+Calibri,10.56,0,char,35,10.56,0, ,692.74,TRUE,2.387,392.11,510.82,134.9,145.46,tbl,
2183,10.56,756.096,27,29352.509,ABCDEE+宋体,10.56,0,char,35,10.56,0,（1）权益法下可转损益的其他综合收益 ,724.42,TRUE,10.56,84.624,273.65,87.384,113.54,tbl,
2184,2.387,756.096,27,29353.42,ABCDEE+Calibri,10.56,0,char,35,10.56,0, ,724.42,TRUE,2.387,273.65,392.11,103.22,113.78,tbl,
2185,2.387,756.096,27,29353.42,ABCDEE+Calibri,10.56,0,char,35,10.56,0, ,724.42,TRUE,2.387,392.11,510.82,103.22,113.78,tbl,
2186,4.563,792.186,28,29408.466,ABCDEE+Calibri,9,0,char,35,9,0,35,783.186,TRUE,4.563,293.09,297.653,49.734,58.734,para,页脚
2187,2.555,48.54,0,29510.7,ABCDEE+Calibri,5.04,0,char,36,5.04,0,8,43.5,TRUE,2.555,90.024,92.579,793.38,798.42,para,页眉
2188,2.555,48.54,1,29510.7,ABCDEE+Calibri,5.04,0,char,36,5.04,0,8,43.5,TRUE,2.555,90.024,92.579,792,798.42,para,页眉
2189,10.56,88.32,2,29542.249,ABCDEE+宋体,10.56,0,char,36,10.56,0,（2）其他债权投资公允价值变动 ,72.24,TRUE,10.56,84.624,273.65,755.16,765.72,tbl,
2190,2.387,88.32,2,29543.16,ABCDEE+Calibri,10.56,0,char,36,10.56,0, ,72.24,TRUE,2.387,273.65,392.11,755.4,765.96,tbl,
2191,2.387,88.32,2,29543.16,ABCDEE+Calibri,10.56,0,char,36,10.56,0, ,72.24,TRUE,2.387,392.11,510.82,755.4,765.96,tbl,
2192,10.56,120.02,3,29558.349,ABCDEE+宋体,10.56,0,char,36,10.56,0,（3）可供出售金融资产公允价值变动损益 ,88.32,TRUE,10.56,84.624,273.65,723.46,749.62,tbl,
2193,2.387,120.02,3,29559.26,ABCDEE+Calibri,10.56,0,char,36,10.56,0, ,88.32,TRUE,2.387,273.65,392.11,739.3,749.86,tbl,
2194,2.387,120.02,3,29559.26,ABCDEE+Calibri,10.56,0,char,36,10.56,0, ,88.32,TRUE,2.387,392.11,510.82,739.3,749.86,tbl,
2195,10.56,151.7,4,29590.029,ABCDEE+宋体,10.56,0,char,36,10.56,0,（4）金融资产重分类计入其他综合收益的金额 ,120.02,TRUE,10.56,84.624,273.65,691.78,717.94,tbl,
2196,2.387,151.7,4,29590.94,ABCDEE+Calibri,10.56,0,char,36,10.56,0, ,120.02,TRUE,2.387,273.65,392.11,707.62,718.18,tbl,
2197,2.387,151.7,4,29590.94,ABCDEE+Calibri,10.56,0,char,36,10.56,0, ,120.02,TRUE,2.387,392.11,510.82,707.62,718.18,tbl,
2198,10.56,183.5,5,29621.829,ABCDEE+宋体,10.56,0,char,36,10.56,0,（5）持有至到期投资重分类为可供出售金融资产损益 ,151.7,TRUE,10.56,84.624,273.65,659.98,686.14,tbl,
2199,2.387,183.5,5,29622.74,ABCDEE+Calibri,10.56,0,char,36,10.56,0, ,151.7,TRUE,2.387,273.65,392.11,675.82,686.38,tbl,
2200,2.387,183.5,5,29622.74,ABCDEE+Calibri,10.56,0,char,36,10.56,0, ,151.7,TRUE,2.387,392.11,510.82,675.82,686.38,tbl,
2201,10.56,199.58,6,29653.509,ABCDEE+宋体,10.56,0,char,36,10.56,0,（6）其他债权投资信用减值准备 ,183.5,TRUE,10.56,84.624,273.65,643.9,654.46,tbl,
2202,2.387,199.58,6,29654.42,ABCDEE+Calibri,10.56,0,char,36,10.56,0, ,183.5,TRUE,2.387,273.65,392.11,644.14,654.7,tbl,
2203,2.387,199.58,6,29654.42,ABCDEE+Calibri,10.56,0,char,36,10.56,0, ,183.5,TRUE,2.387,392.11,510.82,644.14,654.7,tbl,
2204,10.56,231.26,7,29669.589,ABCDEE+宋体,10.56,0,char,36,10.56,0,（7）现金流量套期储备（现金流量套期损益的有效部分） ,199.58,TRUE,10.56,84.624,273.65,612.22,638.38,tbl,
2205,2.387,231.26,7,29670.5,ABCDEE+Calibri,10.56,0,char,36,10.56,0, ,199.58,TRUE,2.387,273.65,392.11,628.06,638.62,tbl,
2206,2.387,231.26,7,29670.5,ABCDEE+Calibri,10.56,0,char,36,10.56,0, ,199.58,TRUE,2.387,392.11,510.82,628.06,638.62,tbl,
2207,10.56,247.34,8,29701.269,ABCDEE+宋体,10.56,0,char,36,10.56,0,（8）外币财务报表折算差额 ,231.26,TRUE,10.56,84.624,273.65,596.14,606.7,tbl,
2208,2.387,247.34,8,29702.18,ABCDEE+Calibri,10.56,0,char,36,10.56,0, ,231.26,TRUE,2.387,273.65,392.11,596.38,606.94,tbl,
2209,2.387,247.34,8,29702.18,ABCDEE+Calibri,10.56,0,char,36,10.56,0, ,231.26,TRUE,2.387,392.11,510.82,596.38,606.94,tbl,
2210,10.56,263.42,9,29717.349,ABCDEE+宋体,10.56,0,char,36,10.56,0,（9）其他 ,247.34,TRUE,10.56,84.624,273.65,580.06,590.62,tbl,
2211,2.387,263.42,9,29718.26,ABCDEE+Calibri,10.56,0,char,36,10.56,0, ,247.34,TRUE,2.387,273.65,392.11,580.3,590.86,tbl,
2212,2.387,263.42,9,29718.26,ABCDEE+Calibri,10.56,0,char,36,10.56,0, ,247.34,TRUE,2.387,392.11,510.82,580.3,590.86,tbl,
2213,10.56,295.13,10,29733.429,ABCDEE+宋体,10.56,0,char,36,10.56,0,（二）归属于少数股东的其他综合收益的税后净额 ,263.42,TRUE,10.56,84.624,273.65,548.35,575.691,tbl,
2214,2.387,295.13,10,29734.34,ABCDEE+Calibri,10.56,0,char,36,10.56,0, ,263.42,TRUE,2.387,273.65,392.11,564.22,574.78,tbl,
2215,2.387,295.13,10,29734.34,ABCDEE+Calibri,10.56,0,char,36,10.56,0, ,263.42,TRUE,2.387,392.11,510.82,564.22,574.78,tbl,
2216,10.56,311.33,11,29765.259,ABCDEE+宋体,10.56,0,char,36,10.56,0,七、综合收益总额 ,295.13,TRUE,10.56,84.624,273.65,532.15,542.71,tbl,
2217,5.354,311.33,11,29766.17,ABCDEE+Calibri,10.56,0,char,36,10.56,0,"119,208,470.75",295.13,TRUE,5.354,273.65,392.11,532.39,542.95,tbl,
2218,5.354,311.33,11,29766.17,ABCDEE+Calibri,10.56,0,char,36,10.56,0,"105,350,932.19",295.13,TRUE,5.354,392.11,510.82,532.39,542.95,tbl,
2219,10.56,343.01,12,29781.339,ABCDEE+宋体,10.56,0,char,36,10.56,0,（一）归属于母公司所有者的综合收益总额 ,311.33,TRUE,10.56,84.624,273.65,500.47,527.781,tbl,
