adv,bottom,cod,doctop,height,non_stroking_color,page_number,size,stroking_color,top,width,x0,x1,y0,y1,len_str,is_mulu,is_biaoti,is_ymyj,text
1.0,280.08,7.0,8688.08,12.0,0.0,11.0,12.0,0.0,268.08,12.0,70.56,82.56,561.92,573.92,39,0,0,2,公司的商品销售业务收入主要来源于子公司六号基金。六号基金控股了深圳市汇进智能产
1.0,308.04,8.0,8716.04,12.0,0.0,11.0,12.0,0.0,296.04,12.0,42.54,54.54,533.96,545.96,42,0,0,2,业有限公司，该公司为出口型设计、工程开发、原材料采购、生产制造、物流及测试等服务的一
0.5,336.06,9.0,8744.06,12.0,0.0,11.0,12.0,0.0,324.06,6.0,42.54,366.54,505.94,517.94,43,0,0,2,站式电子设备制造服务提供商。公司拥有高度专业化的DFM能力，生产质量管理体系灵活严谨，
1.0,364.08,10.0,8772.08,12.0,0.0,11.0,12.0,0.0,352.08,12.0,42.54,384.54,477.92,489.92,42,0,0,2,主要生产产能集中于中国大陆地区，3家生产基地位于深圳，1家位于江西赣州，在建海外越南
0.5,392.04,11.0,8800.04,12.0,0.0,11.0,12.0,0.0,380.04,6.0,42.54,135.54,449.96,461.96,43,0,0,2,生产基地。公司75%以上的订单来自于欧美国际知名品牌客户，客户群体稳定，前十大客户都为
0.5,420.06,12.0,8828.06,12.0,0.0,11.0,12.0,0.0,408.06,6.0,42.54,69.54,421.94,433.94,42,0,0,2,10年以上合作伙伴，下游细分行业主要涉及医疗器械、个人护理、新型小家电、专业泵类等快
1.0,448.08,13.0,8856.08,12.0,0.0,11.0,12.0,0.0,436.08,12.0,42.54,54.54,393.92,405.92,42,0,0,2,速发展市场，凭借长期可靠的产品质量，公司已在行业积累了良好美誉度，业务基础与盈利能力
1.0,476.1,14.0,8884.1,12.0,0.0,11.0,12.0,0.0,464.1,12.0,42.54,54.54,365.9,377.9,3,0,0,2,稳定。
0.5,518.1,15.0,8926.1,12.0,0.0,11.0,12.0,0.0,506.1,6.0,70.62,76.62,323.9,335.9,9,0,0,2,9、新能源制造业务
1.0,560.04,16.0,8968.04,12.0,0.0,11.0,12.0,0.0,548.04,12.0,70.56,82.56,281.96,293.96,39,0,0,2,公司的能源服务业务收入主要来源于控股子公司深圳市科陆电子科技股份有限公司（以下
1.0,588.06,17.0,8996.06,12.0,0.0,11.0,12.0,0.0,576.06,12.0,42.54,54.54,253.94,265.94,42,0,0,2,简称“科陆电子”）。科陆电子是一家以能源的发、配、用、储产品业务为核心，集自主研发、
1.0,616.08,18.0,9024.08,12.0,0.0,11.0,12.0,0.0,604.08,12.0,42.54,54.54,225.92,237.92,42,0,0,2,生产、销售及服务为一体的国家重点高新技术企业，是国内领先的综合能源服务商。在报告期内
1.0,644.04,19.0,9052.04,12.0,0.0,11.0,12.0,0.0,632.04,12.0,42.54,54.54,197.96,209.96,42,0,0,2,主要从事智能电网、新能源及综合能源服务三大业务。新能源业务是科陆电子目前大力拓展的业
1.0,672.06,20.0,9080.06,12.0,0.0,11.0,12.0,0.0,660.06,12.0,42.54,54.54,169.94,181.94,42,0,0,2,务，主要包括储能业务、新能源汽车充电及运营业务。科陆电子紧跟国家电网和南方电网战略发
1.0,700.08,21.0,9108.08,12.0,0.0,11.0,12.0,0.0,688.08,12.0,42.54,54.54,141.92,153.92,42,0,0,2,展方向，开展产品研发，为国家电网和南方电网提供智能产品及业务系统解决方案。同时，公司
1.0,728.04,22.0,9136.04,12.0,0.0,11.0,12.0,0.0,716.04,12.0,42.54,54.54,113.96,125.96,42,0,0,2,以电网为依托，以电力供应为基础，面向用户电、冷、热、气等差异化的能源需求，依靠区域配
0.5,790.83,23.0,9200.33,10.5,0.0,11.0,10.5,0.0,780.33,5.25,292.32,297.57,51.17,61.67,2,0,0,1,11
0.5,54.51,0.0,9306.01,10.5,0.0,12.0,10.5,0.0,44.01,5.25,163.74,379.01,787.49,797.99,27,0,0,0,深圳市资本运营集团有限公司公司债券2021年半年度报告
1.0,84.06,1.0,9334.06,12.0,0.0,12.0,12.0,0.0,72.06,12.0,42.54,54.54,757.94,769.94,42,0,0,2,电网、供热（冷）网和天然气网，采用现代科技及互联网技术，为用户提供能源供给，节能和能
1.0,112.08,2.0,9362.08,12.0,0.0,12.0,12.0,0.0,100.08,12.0,42.54,54.54,729.92,741.92,38,0,0,2,效监测，涵盖设计、施工、设备供应、设备运维和工程服务及能源信息化增值等服务。
1.0,151.77,3.0,9403.27,10.5,0.0,12.0,10.5,0.0,141.27,10.5,42.54,53.04,690.23,700.73,12,0,1,2,（二） 公司业务发展目标
0.5,196.08,4.0,9446.08,12.0,0.0,12.0,12.0,0.0,184.08,6.0,70.56,109.56,645.92,657.92,41,0,0,2,2021年，公司制定了《深圳资本集团“十四五”发展战略规划》（下称《发展规划》）。
1.0,224.04,5.0,9474.04,12.0,0.0,12.0,12.0,0.0,212.04,12.0,42.54,54.54,617.96,629.96,42,0,0,2,根据《发展规划》，公司将坚决做好疫情防控，继续聚焦并购重组、股权投资、产业基金、市值
1.0,252.06,6.0,9502.06,12.0,0.0,12.0,12.0,0.0,240.06,12.0,42.54,54.54,589.94,601.94,42,0,0,2,管理等核心业务，加大投资力度，壮大资本实力，以多元化手段推进公司业务发展，进一步完善
1.0,280.08,7.0,9530.08,12.0,0.0,12.0,12.0,0.0,268.08,12.0,42.54,54.54,561.92,573.92,42,0,0,2,公司治理结构，规范经营决策机制，持续优化市场化激励约束机制和选人用人机制，激活企业发
1.0,308.04,8.0,9558.04,12.0,0.0,12.0,12.0,0.0,296.04,12.0,42.54,54.54,533.96,545.96,42,0,0,2,展内在动力。公司以实现深圳市国资委的战略布局为主要任务，以完善管资本为主的国资监管模
1.0,336.06,9.0,9586.06,12.0,0.0,12.0,12.0,0.0,324.06,12.0,42.54,54.54,505.94,517.94,42,0,0,2,式为主要改革导向，以价值创造为核心理念和根本目标，以金融资本与产业资本的融合、金融资
1.0,364.08,10.0,9614.08,12.0,0.0,12.0,12.0,0.0,352.08,12.0,42.54,54.54,477.92,489.92,42,0,0,2,本向产业资本的快速转化为手段，通过开展战略研究与并购重组、股权投资、产业基金运营、资
1.0,392.1,11.0,9642.1,12.0,0.0,12.0,12.0,0.0,380.1,12.0,42.54,54.54,449.9,461.9,34,0,0,2,本市场投资等业务，加速做好市场化、专业化、综合性的国有资本运营公司。
1.0,431.73,12.0,9683.23,10.5,0.0,12.0,10.5,0.0,421.23,10.5,42.54,53.04,410.27,420.77,14,0,1,2,（三） 报告期内利润来源情况
0.5,459.75,13.0,9711.25,10.5,0.0,12.0,10.5,0.0,449.25,5.25,63.54,333.93,382.25,392.75,41,0,0,2,报告期内，公司利润主要来源于股权投资业务板块，占比125%，为本公司主要经营业务。
0.5,790.83,16.0,10042.33,10.5,0.0,12.0,10.5,0.0,780.33,5.25,292.32,297.57,51.17,61.67,2,0,0,1,12
0.5,54.51,0.0,10148.01,10.5,0.0,13.0,10.5,0.0,44.01,5.25,163.74,379.01,787.49,797.99,27,0,0,0,深圳市资本运营集团有限公司公司债券2021年半年度报告
1.0,82.522,1.0,10170.502,16.02,0.0,13.0,16.02,0.0,66.502,16.02,178.14,194.16,759.478,775.498,15,0,0,2,第二节 公司信用类债券基本情况
1.0,109.98,2.0,10201.98,12.0,0.0,13.0,12.0,0.0,97.98,12.0,42.54,54.54,732.02,744.02,13,0,1,2,一、公司信用类债券基本信息
0.5,790.83,39.0,10884.33,10.5,0.0,13.0,10.5,0.0,780.33,5.25,292.32,297.57,51.17,61.67,2,0,0,1,13
0.5,54.51,0.0,10990.01,10.5,0.0,14.0,10.5,0.0,44.01,5.25,163.74,379.01,787.49,797.99,27,0,0,0,深圳市资本运营集团有限公司公司债券2021年半年度报告
0.5,790.83,36.0,11726.33,10.5,0.0,14.0,10.5,0.0,780.33,5.25,292.32,297.57,51.17,61.67,2,0,0,1,14
0.5,54.51,0.0,11832.01,10.5,0.0,15.0,10.5,0.0,44.01,5.25,163.74,379.01,787.49,797.99,27,0,0,0,深圳市资本运营集团有限公司公司债券2021年半年度报告
0.5,790.83,41.0,12568.33,10.5,0.0,15.0,10.5,0.0,780.33,5.25,292.32,297.57,51.17,61.67,2,0,0,1,15
0.5,54.51,0.0,12674.01,10.5,0.0,16.0,10.5,0.0,44.01,5.25,163.74,379.01,787.49,797.99,27,0,0,0,深圳市资本运营集团有限公司公司债券2021年半年度报告
0.5,790.83,36.0,13410.33,10.5,0.0,16.0,10.5,0.0,780.33,5.25,292.32,297.57,51.17,61.67,2,0,0,1,16
0.5,54.51,0.0,13516.01,10.5,0.0,17.0,10.5,0.0,44.01,5.25,163.74,379.01,787.49,797.99,27,0,0,0,深圳市资本运营集团有限公司公司债券2021年半年度报告
1.0,618.96,33.0,14078.96,12.0,0.0,17.0,12.0,0.0,606.96,12.0,42.54,54.54,223.04,235.04,14,0,1,2,二、公司债券募集资金使用情况
0.5,790.83,39.0,14252.33,10.5,0.0,17.0,10.5,0.0,780.33,5.25,292.32,297.57,51.17,61.67,2,0,0,1,17
0.5,54.51,0.0,14358.01,10.5,0.0,18.0,10.5,0.0,44.01,5.25,163.74,379.01,787.49,797.99,27,0,0,0,深圳市资本运营集团有限公司公司债券2021年半年度报告
0.5,790.83,40.0,15094.33,10.5,0.0,18.0,10.5,0.0,780.33,5.25,292.32,297.57,51.17,61.67,2,0,0,1,18
0.5,54.51,0.0,15200.01,10.5,0.0,19.0,10.5,0.0,44.01,5.25,163.74,379.01,787.49,797.99,27,0,0,0,深圳市资本运营集团有限公司公司债券2021年半年度报告
1.0,604.38,31.0,15748.38,12.0,0.0,19.0,12.0,0.0,592.38,12.0,42.54,54.54,237.62,249.62,20,0,1,2,三、报告期内公司债券募集资金用途变更情况
1.0,632.19,32.0,15777.69,10.5,0.0,19.0,10.5,0.0,621.69,10.5,42.54,53.04,209.075,219.575,8,0,0,2,□适用 不适用
1.0,660.42,34.0,15804.42,12.0,0.0,19.0,12.0,0.0,648.42,12.0,42.54,54.54,181.58,193.58,19,0,1,2,四、报告期内公司信用类债券评级调整情况
1.0,688.17,35.0,15833.67,10.5,0.0,19.0,10.5,0.0,677.67,10.5,42.54,53.04,153.83,164.33,12,0,1,2,（一） 主体评级变更情况
1.0,716.19,36.0,15861.69,10.5,0.0,19.0,10.5,0.0,705.69,10.5,42.54,53.04,125.81,136.31,16,0,0,2,报告期内，发行人主体评级变更情况
1.0,744.21,37.0,15889.71,10.5,0.0,19.0,10.5,0.0,733.71,10.5,42.54,53.04,97.055,107.555,8,0,0,2,□适用 不适用
0.5,790.83,39.0,15936.33,10.5,0.0,19.0,10.5,0.0,780.33,5.25,292.32,297.57,51.17,61.67,2,0,0,1,19
0.5,54.51,0.0,16042.01,10.5,0.0,20.0,10.5,0.0,44.01,5.25,163.74,379.01,787.49,797.99,27,0,0,0,深圳市资本运营集团有限公司公司债券2021年半年度报告
1.0,81.75,1.0,16069.25,10.5,0.0,20.0,10.5,0.0,71.25,10.5,42.54,53.04,760.25,770.75,12,0,1,2,（二） 债券评级变更情况
1.0,109.77,2.0,16097.27,10.5,0.0,20.0,10.5,0.0,99.27,10.5,42.54,53.04,732.23,742.73,18,0,0,2,报告期内，公司信用类债券评级调整情况
1.0,137.731,3.0,16125.231,10.5,0.0,20.0,10.5,0.0,127.231,10.5,42.54,53.04,703.534,714.034,8,0,0,2,□适用 不适用
1.0,165.96,5.0,16151.96,12.0,0.0,20.0,12.0,0.0,153.96,12.0,42.54,54.54,676.04,688.04,8,0,1,2,五、增信措施情况
1.0,193.77,6.0,16181.27,10.5,0.0,20.0,10.5,0.0,183.27,10.5,42.54,53.04,647.495,657.995,8,0,0,2,□适用 不适用
0.5,790.83,10.0,16778.33,10.5,0.0,20.0,10.5,0.0,780.33,5.25,292.32,297.57,51.17,61.67,2,0,0,1,20
0.5,54.51,0.0,16884.01,10.5,0.0,21.0,10.5,0.0,44.01,5.25,163.74,379.01,787.49,797.99,27,0,0,0,深圳市资本运营集团有限公司公司债券2021年半年度报告
1.0,82.522,1.0,16906.502,16.02,0.0,21.0,16.02,0.0,66.502,16.02,202.2,218.22,759.478,775.498,12,0,0,2,第三节 报告期内重要事项
1.0,109.98,2.0,16937.98,12.0,0.0,21.0,12.0,0.0,97.98,12.0,42.54,54.54,732.02,744.02,6,0,1,2,一、审计情况
0.5,137.73,3.0,16967.23,10.5,0.0,21.0,10.5,0.0,127.23,5.25,63.54,131.774,704.27,714.77,20,0,0,2,本公司2021年半年度财务报告未经审计。
1.0,165.96,4.0,16993.96,12.0,0.0,21.0,12.0,0.0,153.96,12.0,42.54,54.54,676.04,688.04,24,0,1,2,二、会计政策、会计估计变更和重大会计差错更正情况
1.0,193.77,5.0,17023.27,10.5,0.0,21.0,10.5,0.0,183.27,10.5,63.54,74.04,648.23,658.73,33,0,0,2,报告期内，公司未发生会计政策、会计估计变更或重大会计差错更正事项。
1.0,256.2,7.0,17084.2,12.0,0.0,21.0,12.0,0.0,244.2,12.0,42.54,54.54,585.8,597.8,12,0,1,2,三、合并报表范围变化情况
1.0,283.95,8.0,17113.45,10.5,0.0,21.0,10.5,0.0,273.45,10.5,63.54,74.04,557.315,567.815,45,0,0,2,报告期内，公司合并报表范围发生如下重大变化：合并报表范围新增纳入 合并报表范围新增移出
0.5,311.97,10.0,17141.47,10.5,0.0,21.0,10.5,0.0,301.47,5.25,63.54,362.82,530.03,540.53,33,0,0,2,新增纳入合并报表范围的公司情况（数据截至2020年12月31日）：
1.0,339.99,11.0,17169.49,10.5,0.0,21.0,10.5,0.0,329.49,10.5,404.88,415.38,502.01,512.51,16,0,0,2,单位：万元     币种：人民币
0.5,627.45,36.0,17456.95,10.5,0.0,21.0,10.5,0.0,616.95,5.25,63.54,362.82,214.55,225.05,33,0,0,2,新增移出合并报表范围的公司情况（数据截至2020年12月31日）：
1.0,655.47,37.0,17484.97,10.5,0.0,21.0,10.5,0.0,644.97,10.5,404.88,415.38,186.53,197.03,16,0,0,2,单位：万元     币种：人民币
0.5,790.83,50.0,17620.33,10.5,0.0,21.0,10.5,0.0,780.33,5.25,292.32,297.57,51.17,61.67,2,0,0,1,21
0.5,54.51,0.0,17726.01,10.5,0.0,22.0,10.5,0.0,44.01,5.25,163.74,379.01,787.49,797.99,27,0,0,0,深圳市资本运营集团有限公司公司债券2021年半年度报告
1.0,218.64,11.0,17888.64,12.0,0.0,22.0,12.0,0.0,206.64,12.0,42.54,54.54,623.36,635.36,10,0,1,2,四、报告期内亏损情况
1.0,246.45,12.0,17917.95,10.5,0.0,22.0,10.5,0.0,235.95,10.5,63.54,74.04,595.55,606.05,20,0,0,2,报告期内，公司合并报表范围内未发生亏损。
1.0,274.62,13.0,17944.62,12.0,0.0,22.0,12.0,0.0,262.62,12.0,42.54,54.54,567.38,579.38,8,0,1,2,五、资产受限情况
0.5,316.65,15.0,17988.15,10.5,0.0,22.0,10.5,0.0,306.15,5.25,63.54,388.56,524.552,535.85,49,0,0,2,"截至报告期末，公司合并报表范围内受限资产账面价值为621,821.32万元，占报告期末净资产比例为"
0.5,345.468,17.0,18016.969,10.5,0.0,22.0,10.5,0.0,334.968,5.25,42.54,47.79,496.532,507.032,12,0,0,2,18.07%，具体如下：
1.0,590.88,32.0,18260.88,12.0,0.0,22.0,12.0,0.0,578.88,12.0,42.54,54.54,251.12,263.12,17,0,1,2,六、可对抗第三人的优先偿付负债情况
1.0,618.63,33.0,18290.13,10.5,0.0,22.0,10.5,0.0,608.13,10.5,63.54,74.04,223.37,233.87,26,0,0,2,截至报告期末，公司不存在可对抗第三人的优先偿付负债。
1.0,646.86,34.0,18316.86,12.0,0.0,22.0,12.0,0.0,634.86,12.0,42.54,54.54,195.14,207.14,8,0,1,2,七、资金占款情况
1.0,674.67,35.0,18346.17,10.5,0.0,22.0,10.5,0.0,664.17,10.5,42.54,53.04,167.33,177.83,24,0,0,2,报告期内，公司是否发生非经营性往来占款或资金拆借
0.892,703.365,36.0,18374.865,10.5,0.0,22.0,10.5,0.0,692.865,9.366,42.54,51.906,138.635,149.135,5,0,0,2,是 □否
1.0,730.65,38.0,18402.15,10.5,0.0,22.0,10.5,0.0,720.15,10.5,42.54,53.04,111.35,121.85,28,0,0,2,报告期内，公司是否存在违反募集说明书相关约定或承诺的情况
1.0,758.671,39.0,18430.172,10.5,0.0,22.0,10.5,0.0,748.171,10.5,42.54,53.04,82.594,93.094,5,0,0,2,□是 否
0.5,790.83,41.0,18462.33,10.5,0.0,22.0,10.5,0.0,780.33,5.25,292.32,297.57,51.17,61.67,2,0,0,1,22
0.5,54.51,0.0,18568.01,10.5,0.0,23.0,10.5,0.0,44.01,5.25,163.74,379.01,787.49,797.99,27,0,0,0,深圳市资本运营集团有限公司公司债券2021年半年度报告
0.5,81.75,1.0,18595.25,10.5,0.0,23.0,10.5,0.0,71.25,5.25,63.54,417.419,759.452,770.75,49,0,0,2,"截至报告期末，公司未收回的非经营性往来占款或资金拆借总额为156,000万元，占上年末公司净资产比"
0.5,109.77,3.0,18623.27,10.5,0.0,23.0,10.5,0.0,99.27,5.25,42.539,144.913,731.432,742.73,16,0,0,2,例为4.78% ，未超过10%。
1.0,137.94,5.0,18649.94,12.0,0.0,23.0,12.0,0.0,125.94,12.0,42.54,54.54,704.06,716.06,13,0,1,2,八、有息负债逾期和变动情况
1.0,165.75,6.0,18679.25,10.5,0.0,23.0,10.5,0.0,155.25,10.5,63.54,74.04,676.25,686.75,42,0,0,2,截至报告期末，公司合并报表范围内不存在公司信用类债券逾期和其他有息债务重大逾期情况。
0.5,193.77,7.0,18707.27,10.5,0.0,23.0,10.5,0.0,183.27,5.25,63.54,427.925,647.432,658.73,46,0,0,2,"截至报告期末，公司有息负债总额为2,432,385.35万元，同比变动139%，超过30%。"
1.0,221.73,9.0,18735.23,10.5,0.0,23.0,10.5,0.0,211.23,10.5,42.54,53.04,620.27,630.77,7,0,0,2,具体情况如下：
1.0,249.751,10.0,18763.252,10.5,0.0,23.0,10.5,0.0,239.251,10.5,420.66,431.16,592.249,602.749,13,0,0,2,单位：万元  币种：人民币
0.25,330.648,15.0,18844.148,10.5,0.0,23.0,10.5,0.0,320.148,2.625,348.191,554.931,511.352,521.852,11,0,0,2,"99,997.8023"
1.0,447.96,23.0,18959.96,12.0,0.0,23.0,12.0,0.0,435.96,12.0,42.54,54.54,394.04,406.04,8,0,1,2,九、对外担保情况
1.0,475.77,24.0,18989.27,10.5,0.0,23.0,10.5,0.0,465.27,10.5,63.54,74.04,366.23,376.73,17,0,0,2,截至报告期末，公司不存在对外担保。
1.0,503.94,25.0,19015.94,12.0,0.0,23.0,12.0,0.0,491.94,12.0,42.54,54.54,338.06,350.06,10,0,1,2,十、重大未决诉讼情况
0.892,532.485,26.0,19045.984,10.5,0.0,23.0,10.5,0.0,521.985,9.366,42.54,51.906,309.515,320.015,8,0,0,2,适用 □不适用
0.5,576.06,28.0,19088.06,12.0,0.0,23.0,12.0,0.0,564.06,6.0,70.56,466.56,265.94,277.94,43,0,0,2,"截至2021年6月30日，公司控股企业万和证券股份有限公司存在5,000万元以上重大诉"
0.5,604.08,29.0,19116.08,12.0,0.0,23.0,12.0,0.0,592.08,6.0,42.54,438.54,237.92,249.92,44,0,0,2,"讼案件5起，公司控股企业深圳市科陆电子科技股份有限公司存在5,000万元以上重大诉讼案件"
0.5,632.1,30.0,19144.1,12.0,0.0,23.0,12.0,0.0,620.1,6.0,42.54,63.54,209.9,221.9,10,0,0,2,4起，具体情况如下：
0.5,790.83,34.0,19304.33,10.5,0.0,23.0,10.5,0.0,780.33,5.25,292.32,297.57,51.17,61.67,2,0,0,1,23
0.5,54.51,0.0,19410.01,10.5,0.0,24.0,10.5,0.0,44.01,5.25,163.74,379.01,787.49,797.99,27,0,0,0,深圳市资本运营集团有限公司公司债券2021年半年度报告
1.0,84.06,1.0,19438.06,12.0,0.0,24.0,12.0,0.0,72.06,12.0,42.54,54.54,757.94,769.94,8,0,0,2,（2017）琼民
0.5,112.08,2.0,19466.08,12.0,0.0,24.0,12.0,0.0,100.08,6.0,42.54,84.54,729.92,741.92,5,0,0,2,初36号、
1.0,126.06,3.0,19480.06,12.0,0.0,24.0,12.0,0.0,114.06,12.0,514.08,526.08,715.94,727.94,3,0,1,2,二审判
0.5,140.04,5.0,19494.04,12.0,0.0,24.0,12.0,0.0,128.04,6.0,42.54,48.54,701.96,713.96,9,0,0,2,(2018)粤民初
1.0,154.08,6.0,19508.08,12.0,0.0,24.0,12.0,0.0,142.08,12.0,514.08,526.08,687.92,699.92,3,0,0,2,决生效
0.5,168.06,7.0,19522.06,12.0,0.0,24.0,12.0,0.0,156.06,6.0,42.54,69.54,673.94,685.94,4,0,0,2,30号、
1.0,182.04,9.0,19536.04,12.0,0.0,24.0,12.0,0.0,170.04,12.0,514.08,526.08,659.96,671.96,3,0,0,2,执行中
1.0,196.08,10.0,19550.08,12.0,0.0,24.0,12.0,0.0,184.08,12.0,42.54,54.54,645.92,657.92,8,0,0,2,（2019）最高
0.5,224.04,11.0,19578.04,12.0,0.0,24.0,12.0,0.0,212.04,6.0,42.54,120.54,617.96,629.96,8,0,0,2,法民终1599号
0.5,790.83,50.0,20146.33,10.5,0.0,24.0,10.5,0.0,780.33,5.25,292.32,297.57,51.17,61.67,2,0,0,1,24
0.5,54.51,0.0,20252.01,10.5,0.0,25.0,10.5,0.0,44.01,5.25,163.74,379.01,787.49,797.99,27,0,0,0,深圳市资本运营集团有限公司公司债券2021年半年度报告
0.5,210.06,6.0,20406.06,12.0,0.0,25.0,12.0,0.0,198.06,6.0,42.54,527.34,631.94,643.94,12,0,0,2,（2019）京01一审待
0.5,238.08,8.0,20434.08,12.0,0.0,25.0,12.0,0.0,226.08,6.0,42.54,533.34,603.92,615.92,9,0,0,2,民初423号 判决
0.5,790.83,33.0,20988.33,10.5,0.0,25.0,10.5,0.0,780.33,5.25,292.32,297.57,51.17,61.67,2,0,0,1,25
0.5,54.51,0.0,21094.01,10.5,0.0,26.0,10.5,0.0,44.01,5.25,163.74,379.01,787.49,797.99,27,0,0,0,深圳市资本运营集团有限公司公司债券2021年半年度报告
0.5,694.86,26.0,21732.86,12.0,0.0,26.0,12.0,0.0,682.86,6.0,70.56,76.56,147.14,159.14,39,0,0,2,1、万和证券根据委托人四川信托指令代表资产管理计划与深圳市中恒汇志投资有限公司
1.0,722.88,27.0,21760.88,12.0,0.0,26.0,12.0,0.0,710.88,12.0,42.54,54.54,119.12,131.12,42,0,0,2,（以下简称“中恒汇志”）签署了《万和证券股份有限公司股票质押式回购交易业务协议》，于
0.5,750.84,28.0,21788.84,12.0,0.0,26.0,12.0,0.0,738.84,6.0,42.54,141.54,91.16,103.16,44,0,0,2,2016年11月22日向交易所场内股押系统，申报了两笔中安消股票质押式回购交易。该业务履
0.5,790.83,29.0,21830.33,10.5,0.0,26.0,10.5,0.0,780.33,5.25,292.32,297.57,51.17,61.67,2,0,0,1,26
0.5,54.51,0.0,21936.01,10.5,0.0,27.0,10.5,0.0,44.01,5.25,163.74,379.01,787.49,797.99,27,0,0,0,深圳市资本运营集团有限公司公司债券2021年半年度报告
0.5,84.06,1.0,21964.06,12.0,0.0,27.0,12.0,0.0,72.06,6.0,42.54,387.54,757.94,769.94,43,0,0,2,行期间，因两笔交易履约保障比例下跌，低于合同约定的最低线110%，且中恒汇志未按合同约
0.5,112.08,2.0,21992.08,12.0,0.0,27.0,12.0,0.0,100.08,6.0,42.54,267.54,729.92,741.92,32,0,0,2,定支付利息，构成违约。2019年5月15日广东高院一审判决如下：
1.0,154.08,3.0,22034.08,12.0,0.0,27.0,12.0,0.0,142.08,12.0,66.54,78.54,687.92,699.92,40,0,0,2,（1）深圳市中恒汇志投资有限公司于本判决生效之日起十日内向万和证券股份有限公司支
0.5,182.04,4.0,22062.04,12.0,0.0,27.0,12.0,0.0,170.04,6.0,42.54,531.54,659.96,671.96,46,0,0,2,付融资款本金6.1亿元及利息、违约金（利息以融资款本金6.1亿元为基数从2016年11月22
0.5,210.06,5.0,22090.06,12.0,0.0,27.0,12.0,0.0,198.06,6.0,42.54,465.54,631.94,643.94,46,0,0,2,日起按照年利率7.69%计算至2016年12月14日止，违约金以融资款本金6.1亿元为基数从
0.5,238.08,6.0,22118.08,12.0,0.0,27.0,12.0,0.0,226.08,6.0,42.54,522.54,603.92,615.92,46,0,0,2,2016年12月15日起按每日万分之五计算至清偿之日。深圳市中恒汇志投资有限公司已于2016
0.5,266.04,7.0,22146.04,12.0,0.0,27.0,12.0,0.0,254.04,6.0,42.54,492.54,575.96,587.96,55,0,0,2,"年12月20日偿付的3,598,498.63元、于2017年3月20日偿付的11,566,602.74元从中折"
1.0,294.06,8.0,22174.06,12.0,0.0,27.0,12.0,0.0,282.06,12.0,42.54,54.54,547.94,559.94,3,0,0,2,抵）；
0.5,336.06,9.0,22216.06,12.0,0.0,27.0,12.0,0.0,324.06,6.0,66.54,522.54,505.94,517.94,45,0,0,2,"（2）万和证券股份有限公司对深圳市中恒汇志投资有限公司质押给其的40,498,000股中安"
0.5,364.08,10.0,22244.08,12.0,0.0,27.0,12.0,0.0,352.08,6.0,42.54,219.54,477.92,489.92,44,0,0,2,消股份有限公司股票（证券代码600654）及孳息享有质权，万和证券有权以该质押的财产折价
1.0,392.1,11.0,22272.1,12.0,0.0,27.0,12.0,0.0,380.1,12.0,42.54,54.54,449.9,461.9,22,0,0,2,或拍卖、变卖该质押的财产所得的价款优先受偿；
1.0,434.04,12.0,22314.04,12.0,0.0,27.0,12.0,0.0,422.04,12.0,66.54,78.54,407.96,419.96,40,0,0,2,（3）涂国身对深圳市中恒汇志投资有限公司第一判项的债务承担连带清偿责任。涂国身承
1.0,462.06,13.0,22342.06,12.0,0.0,27.0,12.0,0.0,450.06,12.0,42.54,54.54,379.94,391.94,25,0,0,2,担保证责任后有权向深圳市中恒汇志投资有限公司追偿；
1.0,504.06,14.0,22384.06,12.0,0.0,27.0,12.0,0.0,492.06,12.0,66.54,78.54,337.94,349.94,23,0,0,2,（4）驳回万和证券股份有限公司的其他诉讼请求。
1.0,546.06,15.0,22426.06,12.0,0.0,27.0,12.0,0.0,534.06,12.0,66.54,78.54,295.94,307.94,39,0,0,2,被告对一审判决不服，提起上诉，二审判决驳回上诉，维持原判。深圳市中级人民法院于
0.5,574.08,16.0,22454.08,12.0,0.0,27.0,12.0,0.0,562.08,6.0,42.54,390.632,267.92,279.92,49,0,0,2,2021年5月10日出具《执行裁定书》（（2020）粤03执2520号之二），终止了本次执行程序。
1.0,602.04,17.0,22482.04,12.0,0.0,27.0,12.0,0.0,590.04,12.0,42.54,54.54,239.96,251.96,42,0,0,2,截至报告期末，尚未收到委托人有关违约处置工作的最新指令，案件处于二审判决生效执行中阶
1.0,630.06,18.0,22510.06,12.0,0.0,27.0,12.0,0.0,618.06,12.0,42.54,54.54,211.94,223.94,2,0,0,2,段。
0.5,672.06,19.0,22552.06,12.0,0.0,27.0,12.0,0.0,660.06,6.0,66.54,72.54,169.94,181.94,40,0,0,2,2、万和证券根据委托人指令代表资产管理计划与阳光凯迪新能源集团有限公司（以下简称
0.5,700.08,20.0,22580.08,12.0,0.0,27.0,12.0,0.0,688.08,6.0,42.54,537.54,141.92,153.92,43,0,0,2,“阳光凯迪”）签署了《万和证券股份有限公司股票质押式回购交易业务协议》，于2017年9
0.5,728.04,21.0,22608.04,12.0,0.0,27.0,12.0,0.0,716.04,6.0,42.54,84.54,113.96,125.96,42,0,0,2,月27日向交易所场内股押系统，申报了两笔凯迪生态股票质押式回购交易。该业务履行期间，
0.5,790.83,22.0,22672.33,10.5,0.0,27.0,10.5,0.0,780.33,5.25,292.32,297.57,51.17,61.67,2,0,0,1,27
