,adv,bottom,cod,doctop,fontname,height,non_stroking_color,object_type,page_number,size,stroking_color,text,top,type,upright,width,x0,x1,y0,y1,continue
463,1,113.388,1,9362.508,ZWIVFZ+FangSong,12,[0],char,12,12,,有限责任公司2018年公开发行公司债券的综合评定，发行人主体信用等级为,101.388,para,TRUE,12,90,202.32,726.816,740.532,1
464,0.722,138.504,2,9387.624,TimesNewRomanPSMT,12,[0],char,12,12,,AAA，债券信用等级为AAA，表示宁夏国有资本运营集团有限责任公司2018年,126.504,para,TRUE,8.664,90,98.664,703.416,715.416,1
465,1,160.188,3,9409.308,ZWIVFZ+FangSong,12,[0],char,12,12,,公开发行公司债券受评主体偿还债务的能力很强，受不利经济环境的影响不大，,148.188,para,TRUE,12,90,102,681.732,693.732,1
466,1,183.588,4,9432.708,ZWIVFZ+FangSong,12,[0],char,12,12,,违约风险很低。但在本期债券存续期内，若因市场环境发生变化等不可控制的因,171.588,para,TRUE,12,90,102,658.332,670.332,1
467,1,206.988,5,9456.108,ZWIVFZ+FangSong,12,[0],char,12,12,,素，发行人不能如期从预期的还款来源中获得足够资金，将可能会影响本期债券,194.988,para,TRUE,12,90,102,634.932,646.932,1
468,1,230.388,6,9479.508,ZWIVFZ+FangSong,12,[0],char,12,12,,的本息按期兑付。,218.388,para,TRUE,12,90,102,609.816,621.816,0
469,1,253.788,7,9502.908,ZWIVFZ+FangSong,12,[0],char,12,12,,资信评级机构将在本期债券存续期内，每年公告年报后2个月内对本期债券,241.788,para,TRUE,12,114,126,586.416,598.416,1
470,1,277.188,8,9526.308,ZWIVFZ+FangSong,12,[0],char,12,12,,进行一次定期跟踪评级，并在本期债券存续期内根据有关情况进行不定期跟踪评,265.188,para,TRUE,12,90,102,564.732,576.732,1
471,1,300.588,9,9549.708,ZWIVFZ+FangSong,12,[0],char,12,12,,级。跟踪评级期间，资信评级机构将持续关注公司外部经营环境的变化、影响公,288.588,para,TRUE,12,90,102,541.332,553.332,1
472,1,323.988,10,9573.108,ZWIVFZ+FangSong,12,[0],char,12,12,,司经营或财务状况的重大事件、公司履行债务的情况等因素，并出具跟踪评级报,311.988,para,TRUE,12,90,102,517.932,529.932,1
473,1,347.388,11,9596.508,ZWIVFZ+FangSong,12,[0],char,12,12,,告，以动态地反映公司的信用状况。跟踪评级结果会同时在资信评级机构网站和,335.388,para,TRUE,12,90,102,494.532,506.532,1
474,1,370.788,12,9619.908,ZWIVFZ+FangSong,12,[0],char,12,12,,证券交易所网站公告，且证券交易所网站公告披露时间不会晚于在其他交易场,358.788,para,TRUE,12,90,102,471.132,483.132,1
475,1,394.188,13,9643.308,ZWIVFZ+FangSong,12,[0],char,12,12,,所、媒体或者其他交易场合公开披露的时间，并报送发行人、监管部门、交易机,382.188,para,TRUE,12,90,102,447.732,459.732,1
476,1,417.588,14,9666.708,ZWIVFZ+FangSong,12,[0],char,12,12,,构等。,405.588,para,TRUE,12,90,102,422.616,434.616,0
477,1,466.093,15,9713.233,ZWIVFZ+FangSong,13.98,[0],char,12,13.98,[0],十、债券持有人会议召开的情况,452.113,para,TRUE,13.98,90,103.98,375.827,389.807,0
478,0.5,512.028,16,9761.148,TimesNewRomanPSMT,12,[0],char,12,12,,2020年度，发行人未发生须召开债券持有人会议的事项，未召开债券持有,500.028,para,TRUE,6,114,156.06,328.176,341.892,1
479,1,535.428,17,9784.548,ZWIVFZ+FangSong,12,[0],char,12,12,,人会议。,523.428,para,TRUE,12,90,102,304.524,316.524,0
480,1,583.933,18,9831.073,ZWIVFZ+FangSong,13.98,[0],char,12,13.98,[0],十一、发行人出现重大事项的情况,569.953,para,TRUE,13.98,90,103.98,257.987,271.967,0
481,1,629.928,19,9879.048,ZWIVFZ+FangSong,12,[0],char,12,12,,无。,617.928,para,TRUE,12,114,126,210.276,222.276,0
482,1,678.433,20,9925.573,ZWIVFZ+FangSong,13.98,[0],char,12,13.98,[0],十二、对债券持有人权益有重大影响的其他事项,664.453,para,TRUE,13.98,90,103.98,163.487,177.467,0
483,1,724.368,21,9973.488,ZWIVFZ+FangSong,12,[0],char,12,12,,无。,712.368,para,TRUE,12,114,126,115.836,127.836,0
484,0.5,89.988,0,10181.028,TimesNewRomanPSMT,12,[0],char,13,12,,（此页无正文，为《宁夏国有资本运营集团有限责任公司公司债券2020年度受,77.988,para,TRUE,6,90,480,750.216,763.932,1
485,1,113.388,1,10204.428,ZWIVFZ+FangSong,12,[0],char,13,12,,托管理事务报告》之盖章页）,101.388,para,TRUE,12,90,102,726.816,738.816,0
486,1,413.688,2,10504.728,ZWIVFZ+FangSong,12,[0],char,13,12,,中信建投证券股份有限公司,401.688,para,TRUE,12,361.32,373.32,426.516,438.516,0
487,0.25,460.488,3,10551.528,TimesNewRomanPSMT,12,[0],char,13,12,,年  月  日,448.488,para,TRUE,3,445.32,505.32,379.716,391.716,0
