,adv,bottom,cod,doctop,fontname,height,non_stroking_color,object_type,page_number,size,stroking_color,text,top,upright,width,x0,x1,y0,y1,type,
3713,14.04,578.17,19,77188.73,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,92,14.04,0,外，发行人将加强对子公司的风险控制，及时跟踪子公司的经营状况,564.13,TRUE,14.04,89.904,103.944,263.87,277.91,para,其它
3714,14.04,605.44,20,77216,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,92,14.04,0,和财务状况，有异常情况立即核查，并制定相应的解决措施。,591.4,TRUE,14.04,89.904,103.944,235.547,249.587,para,其它
3715,14.04,632.68,21,77243.24,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,92,14.04,0,（二）募集资金投入项目的建设和资金回笼风险,618.64,TRUE,14.04,117.86,131.9,208.307,222.347,para,其它
3716,14.04,659.92,22,77270.48,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,92,14.04,0,安置房项目的投资规模大、资金回笼周期较长。如果在项目建设,645.88,TRUE,14.04,117.86,131.9,182.12,196.16,para,其它
3717,14.04,687.16,23,77297.72,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,92,14.04,0,过程中出现原材料价格上涨及劳动力成本上涨、不可抗的自然灾害等,673.12,TRUE,14.04,89.904,103.944,154.88,168.92,para,其它
3718,14.04,714.4,24,77324.96,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,92,14.04,0,重大问题，则有可能使项目投资超出预算，延长建设工期，影响项目,700.36,TRUE,14.04,89.904,103.944,127.64,141.68,para,其它
3719,14.04,741.64,25,77352.2,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,92,14.04,0,的交付使用。,727.6,TRUE,14.04,89.904,103.944,99.347,113.387,para,其它
3720,4.5,789.024,26,77404.624,Times New Roman,9,0,char,92,9,0,91,780.024,TRUE,4.5,293.21,297.71,53.016,62.016,para,页脚
3721,5.28,49.009,0,77505.089,,10.56,0,char,93,10.56,0,2016年重庆两江新区开发投资集团有限公司公司债券募集说明书,38.449,TRUE,5.28,208.97,243.17,792.239,802.799,para,页眉
3722,14.04,87.9,1,77540.5,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,93,14.04,0,对策：发行人具有完善的项目管理制度和丰富的建设经验，对重,73.86,TRUE,14.04,117.86,131.9,754.14,768.18,para,其它
3723,14.04,115.16,2,77567.76,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,93,14.04,0,大建设项目制定了严格的管理措施以控制项目风险，确保项目投入资,101.12,TRUE,14.04,89.904,103.944,726.88,740.92,para,其它
3724,14.04,142.4,3,77595,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,93,14.04,0,金的合理使用，使项目按照原定的预算和工期按时按质完工。,128.36,TRUE,14.04,89.904,103.944,698.587,712.627,para,其它
3725,14.04,169.64,4,77622.24,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,93,14.04,0,此外，本期债券募集资金投入项目都能够通过房屋销售、商铺出,155.6,TRUE,14.04,117.86,131.9,672.4,686.44,para,其它
3726,14.04,196.88,5,77649.48,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,93,14.04,0,租以及车位销售等方式达到项目投资与项目收益的平衡。,182.84,TRUE,14.04,89.904,103.944,644.107,658.147,para,其它
3727,14.04,224.12,6,77676.72,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,93,14.04,0,（三）持续融资风险,210.08,TRUE,14.04,117.86,131.9,616.867,630.907,para,其它
3728,14.04,251.36,7,77703.96,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,93,14.04,0,发行人所处行业属资金密集型行业，持续融资能力对于发行人的,237.32,TRUE,14.04,117.86,131.9,590.68,604.72,para,其它
3729,14.04,278.63,8,77731.23,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,93,14.04,0,经营与发展具有重大影响。两江新区正处在高速发展的建设期阶段，,264.59,TRUE,14.04,89.904,103.944,563.41,577.45,para,其它
3730,14.04,305.87,9,77758.47,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,93,14.04,0,需要投入大量的资金用于建设开发，资本支出需求较大且投入集中。,291.83,TRUE,14.04,89.904,103.944,536.17,550.21,para,其它
3731,14.04,333.11,10,77785.71,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,93,14.04,0,但是目前发行人的资金来源较为单一，资金平衡对财政性资金的依赖,319.07,TRUE,14.04,89.904,103.944,508.93,522.97,para,其它
3732,14.04,360.35,11,77812.95,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,93,14.04,0,度较高。如果发行人不能及时足额筹集到所需资金，则其正常经营活,346.31,TRUE,14.04,89.904,103.944,481.69,495.73,para,其它
3733,14.04,387.47,12,77840.07,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,93,14.04,0,动将会受到负面影响。,373.43,TRUE,14.04,89.904,103.944,453.517,467.557,para,其它
3734,14.04,414.71,13,77867.31,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,93,14.04,0,对策：重庆市政府和两江新区的大力支持为发行人的融资活动提,400.67,TRUE,14.04,117.86,131.9,427.33,441.37,para,其它
3735,14.04,441.97,14,77894.57,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,93,14.04,0,供了有力保障。近年来，发行人与政策性开发银行、商业银行等金融,427.93,TRUE,14.04,89.904,103.944,400.07,414.11,para,其它
3736,14.04,469.21,15,77921.81,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,93,14.04,0,机构保持着密切的业务合作，历史信用记录良好。发行人将依托市政,455.17,TRUE,14.04,89.904,103.944,372.83,386.87,para,其它
3737,14.04,496.45,16,77949.05,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,93,14.04,0,府和两江新区的支持，继续与政策性开发银行、商业银行、证券公司,482.41,TRUE,14.04,89.904,103.944,345.59,359.63,para,其它
3738,14.04,523.69,17,77976.29,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,93,14.04,0,等金融机构保持良好的合作关系，积极扩展直接市场融资，丰富多元,509.65,TRUE,14.04,89.904,103.944,318.35,332.39,para,其它
3739,14.04,550.93,18,78003.53,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,93,14.04,0,化的融资渠道，从而使自身继续保持较强的融资能力。,536.89,TRUE,14.04,89.904,103.944,290.057,304.097,para,其它
3740,14.04,578.17,19,78030.77,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,93,14.04,0,此外，近年来，重庆市财政收入增长较快。2012年，重庆市实,564.13,TRUE,14.04,117.86,434.95,262.817,277.91,para,其它
3741,7.02,605.44,20,78058.04,,14.04,0,char,93,14.04,0,"现地方财政一般预算收入1,703.50亿元，比上年增长14.50%。2013",591.4,TRUE,7.02,89.904,427.57,235.547,250.64,para,其它
3742,7.02,632.68,21,78085.28,,14.04,0,char,93,14.04,0,"年重庆市全市公共财政预算完成收入1,692.90亿元；2014年全市一",618.64,TRUE,7.02,89.904,463.63,208.307,223.4,para,其它
3743,7.02,659.92,22,78112.52,,14.04,0,char,93,14.04,0,"般公共预算完成收入1,921.90亿元，比上年增长13.90%。",645.88,TRUE,7.02,89.904,394.57,181.067,196.16,para,其它
3744,14.04,700.24,23,78152.84,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,93,14.04,0,第十五条 信用评级,686.2,TRUE,14.04,238.01,315.29,140.747,154.787,para,其它
3745,14.04,740.44,24,78193.04,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,93,14.04,0,上海新世纪资信评估投资服务有限公司（简称“新世纪资信”）,726.4,TRUE,14.04,116.06,130.1,101.6,115.64,para,其它
3746,14.04,767.676,25,78220.276,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,93,14.04,0,对本期债券发行主体及债项进行综合评估后，本期债券信用等级为,753.636,TRUE,14.04,89.904,103.944,74.364,88.404,para,其它
3747,4.5,789.024,26,78246.664,Times New Roman,9,0,char,93,9,0,92,780.024,TRUE,4.5,293.21,297.71,53.016,62.016,para,页脚
3748,5.28,49.009,0,78347.129,,10.56,0,char,94,10.56,0,2016年重庆两江新区开发投资集团有限公司公司债券募集说明书,38.449,TRUE,5.28,208.97,243.17,792.239,802.799,para,页眉
3749,10.137,88.953,1,78383.593,Times New Roman,14.04,0,char,94,14.04,0,AAA，发行人长期主体信用等级为AAA，评级展望为稳定。该级别,74.913,TRUE,10.137,89.904,317.627,753.087,767.127,para,其它
3750,14.04,115.16,2,78409.8,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,94,14.04,0,反映了发行人短期债务的支付能力和长期债务的偿还能力具有最大,101.12,TRUE,14.04,89.904,103.944,726.88,740.92,para,其它
3751,14.04,142.4,3,78437.04,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,94,14.04,0,保障；经营处于良性循环状态，不确定因素对经营与发展的影响最小。,128.36,TRUE,14.04,89.904,103.944,698.587,712.627,para,其它
3752,14.04,169.64,4,78464.28,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,94,14.04,0,一、评级报告内容概要,155.6,TRUE,14.04,116.9,130.94,671.347,685.387,para,其它
3753,14.04,196.88,5,78491.52,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,94,14.04,0,（一） 优势,182.84,TRUE,14.04,117.86,131.9,644.107,658.147,para,其它
3754,7.02,225.173,6,78519.813,Times New Roman,14.04,0,char,94,14.04,0,1、两江新区是国务院批准的第三个国家级开发开放新区，享有,211.133,TRUE,7.02,117.86,124.88,616.867,630.907,para,其它
3755,14.04,251.36,7,78546,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,94,14.04,0,国家西部大开发新十年的各项政策、城乡统筹综合配套改革实验区政,237.32,TRUE,14.04,89.904,103.944,590.68,604.72,para,其它
3756,14.04,278.63,8,78573.27,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,94,14.04,0,策及内陆保税港区等政策。,264.59,TRUE,14.04,89.904,103.944,562.357,576.397,para,其它
3757,7.02,306.923,9,78601.563,Times New Roman,14.04,0,char,94,14.04,0,2、重庆市工业基础较好，近年来经济持续增长。两江新区聚集,292.883,TRUE,7.02,117.86,124.88,535.117,549.157,para,其它
3758,14.04,333.11,10,78627.75,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,94,14.04,0,了重庆市主导产业，产业发展环境较好。,319.07,TRUE,14.04,89.904,103.944,507.877,521.917,para,其它
3759,7.02,361.403,11,78656.043,Times New Roman,14.04,0,char,94,14.04,0,3、发行人作为两江新区的开发建设主体，能够得到重庆市政府,347.363,TRUE,7.02,117.86,124.88,480.637,494.677,para,其它
3760,14.04,387.47,12,78682.11,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,94,14.04,0,以及国家政策的有力支持。,373.43,TRUE,14.04,89.904,103.944,453.517,467.557,para,其它
3761,7.02,415.763,13,78710.403,Times New Roman,14.04,0,char,94,14.04,0,4、发行人土地资产较多，融资能力较强，可为其债务的偿付提,401.723,TRUE,7.02,121.46,128.48,426.277,440.317,para,其它
3762,14.04,441.97,14,78736.61,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,94,14.04,0,供一定程度的保障。,427.93,TRUE,14.04,89.904,103.944,399.017,413.057,para,其它
3763,14.04,469.21,15,78763.85,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,94,14.04,0,（二）风险,455.17,TRUE,14.04,116.06,130.1,371.777,385.817,para,其它
3764,7.02,497.503,16,78792.143,Times New Roman,14.04,0,char,94,14.04,0,1、发行人基础设施建设的前期投入较多，重庆市区域经济的波,483.463,TRUE,7.02,117.86,124.88,344.537,358.577,para,其它
3765,14.04,523.69,17,78818.33,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,94,14.04,0,动以及两江新区招商引资情况，将对发行人的发展和资金平衡造成一,509.65,TRUE,14.04,89.904,103.944,318.35,332.39,para,其它
3766,14.04,550.93,18,78845.57,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,94,14.04,0,定影响。,536.89,TRUE,14.04,89.904,103.944,290.057,304.097,para,其它
3767,7.02,579.223,19,78873.863,Times New Roman,14.04,0,char,94,14.04,0,2、发行人从事的基础设施建设及土地开发等业务，对银行借款,565.183,TRUE,7.02,117.86,124.88,262.817,276.857,para,其它
3768,14.04,605.44,20,78900.08,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,94,14.04,0,的依赖度高，目前已累积了较重的债务压力，易受国家信贷政策变动,591.4,TRUE,14.04,89.904,103.944,236.6,250.64,para,其它
3769,14.04,632.68,21,78927.32,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,94,14.04,0,及土地市场波动的影响。,618.64,TRUE,14.04,89.904,103.944,208.307,222.347,para,其它
3770,7.02,660.973,22,78955.613,Times New Roman,14.04,0,char,94,14.04,0,3、发行人土地资产占比较大，其资产价值及融资能力易受土地,646.933,TRUE,7.02,117.86,124.88,181.067,195.107,para,其它
3771,14.04,687.16,23,78981.8,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,94,14.04,0,市场波动影响。,673.12,TRUE,14.04,89.904,103.944,153.827,167.867,para,其它
3772,7.02,715.453,24,79010.093,Times New Roman,14.04,0,char,94,14.04,0,4、发行人近年来处于建设期，资本支出需求较大且投入集中，,701.413,TRUE,7.02,117.86,124.88,126.587,140.627,para,其它
3773,14.04,741.64,25,79036.28,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,94,14.04,0,资金平衡对财政性资金的依赖度较高。,727.6,TRUE,14.04,89.904,103.944,99.347,113.387,para,其它
3774,4.5,789.024,26,79088.704,Times New Roman,9,0,char,94,9,0,93,780.024,TRUE,4.5,293.21,297.71,53.016,62.016,para,页脚
3775,5.28,49.009,0,79189.169,,10.56,0,char,95,10.56,0,2016年重庆两江新区开发投资集团有限公司公司债券募集说明书,38.449,TRUE,5.28,208.97,243.17,792.239,802.799,para,页眉
3776,14.04,87.9,1,79224.58,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,95,14.04,0,二、跟踪评级安排,73.86,TRUE,14.04,116.9,130.94,753.087,767.127,para,其它
3777,14.04,115.16,2,79251.84,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,95,14.04,0,根据监管部门规定及新世纪资信跟踪评级制度，新世纪资信在初,101.12,TRUE,14.04,115.46,129.5,726.88,740.92,para,其它
3778,14.04,142.4,3,79279.08,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,95,14.04,0,次评级结束后，将在本期债券存续期间对受评对象开展定期以及不定,128.36,TRUE,14.04,89.904,103.944,699.64,713.68,para,其它
3779,14.04,169.64,4,79306.32,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,95,14.04,0,期跟踪评级。在跟踪评级过程中，新世纪资信将维持评级标准的一致,155.6,TRUE,14.04,89.904,103.944,672.4,686.44,para,其它
3780,14.04,196.88,5,79333.56,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,95,14.04,0,性。,182.84,TRUE,14.04,89.904,103.944,644.107,658.147,para,其它
3781,14.04,224.12,6,79360.8,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,95,14.04,0,定期跟踪评级每年进行一次。届时，发行人须向新世纪资信提供,210.08,TRUE,14.04,115.46,129.5,617.92,631.96,para,其它
3782,14.04,251.36,7,79388.04,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,95,14.04,0,最新的财务报告及相关资料，新世纪资信将依据受评对象信用状况的,237.32,TRUE,14.04,89.904,103.944,590.68,604.72,para,其它
3783,14.04,278.63,8,79415.31,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,95,14.04,0,变化决定是否调整信用等级。,264.59,TRUE,14.04,89.904,103.944,562.357,576.397,para,其它
3784,14.04,305.87,9,79442.55,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,95,14.04,0,自本次评级报告出具之日起，当发生可能影响本次评级报告结论,291.83,TRUE,14.04,115.46,129.5,536.17,550.21,para,其它
3785,14.04,333.11,10,79469.79,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,95,14.04,0,的重大事项时，发行人应及时告知新世纪资信并提供评级所需相关资,319.07,TRUE,14.04,89.904,103.944,508.93,522.97,para,其它
3786,14.04,360.35,11,79497.03,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,95,14.04,0,料。新世纪资信亦将持续关注与发行人有关的信息，在认为必要时及,346.31,TRUE,14.04,89.904,103.944,481.69,495.73,para,其它
3787,14.04,387.47,12,79524.15,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,95,14.04,0,时启动不定期跟踪评级。新世纪资信将对相关事项进行分析，并决定,373.43,TRUE,14.04,89.904,103.944,454.57,468.61,para,其它
3788,14.04,414.71,13,79551.39,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,95,14.04,0,是否调整受评对象信用等级。,400.67,TRUE,14.04,89.904,103.944,426.277,440.317,para,其它
3789,14.04,441.97,14,79578.65,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,95,14.04,0,如发行人不配合完成跟踪评级尽职调查工作或不提供跟踪评级,427.93,TRUE,14.04,115.46,129.5,400.07,414.11,para,其它
3790,14.04,469.21,15,79605.89,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,95,14.04,0,资料，新世纪资信有权根据受评对象公开信息进行分析并调整信用等,455.17,TRUE,14.04,89.904,103.944,372.83,386.87,para,其它
3791,14.04,496.45,16,79633.13,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,95,14.04,0,级，必要时，可公布信用等级暂时失效或终止评级。,482.41,TRUE,14.04,89.904,103.944,344.537,358.577,para,其它
3792,14.04,523.69,17,79660.37,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,95,14.04,0,新世纪资信将及时在网站公布跟踪评级结果与跟踪评级报告。,509.65,TRUE,14.04,117.86,131.9,317.297,331.337,para,其它
3793,14.04,564.01,18,79700.69,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,95,14.04,0,第十六条 法律意见,549.97,TRUE,14.04,238.01,315.29,276.977,291.017,para,其它
3794,14.04,604.21,19,79740.89,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,95,14.04,0,本期债券的发行人律师重庆静昇律师事务所已出具法律意见书。,590.17,TRUE,14.04,117.86,131.9,237.83,251.87,para,其它
3795,14.04,631.48,20,79768.16,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,95,14.04,0,重庆静昇律师事务所认为：,617.44,TRUE,14.04,89.904,103.944,209.507,223.547,para,其它
3796,14.04,658.72,21,79795.4,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,95,14.04,0,（一）发行人系依法设立并有效存续的国有独资有限责任公司，,644.68,TRUE,14.04,117.86,131.9,183.32,197.36,para,其它
3797,14.04,685.96,22,79822.64,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,95,14.04,0,具有独立的法人资格，具备发行本期债券的主体资格。,671.92,TRUE,14.04,89.904,103.944,155.027,169.067,para,其它
3798,14.04,713.2,23,79849.88,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,95,14.04,0,（二）发行人申请发行本期债券符合《中华人民共和国公司法》、,699.16,TRUE,14.04,117.86,131.9,128.84,142.88,para,其它
3799,14.04,740.44,24,79877.12,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,95,14.04,0,《中华人民共和国证券法》、《企业债券管理条例》、《国家发展改革委,726.4,TRUE,14.04,89.904,103.944,101.6,115.64,para,其它
3800,4.675,767.676,25,79904.356,,14.04,0,char,95,14.04,0,关于进一步改进和加强企业债券管理工作的通知》(发改财金,753.636,TRUE,4.675,89.904,505.75,73.311,88.404,para,其它
3801,4.5,789.024,26,79930.744,Times New Roman,9,0,char,95,9,0,94,780.024,TRUE,4.5,293.21,297.71,53.016,62.016,para,页脚
3802,5.28,49.009,0,80031.209,,10.56,0,char,96,10.56,0,2016年重庆两江新区开发投资集团有限公司公司债券募集说明书,38.449,TRUE,5.28,208.97,243.17,792.239,802.799,para,页眉
3803,4.675,87.9,1,80066.62,,14.04,0,char,96,14.04,0,[2004]1134号）、《国家发展改革委关于推进企业债券市场发展、简化,73.86,TRUE,4.675,89.904,172.22,753.087,768.18,para,其它
3804,14.04,115.16,2,80093.88,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,96,14.04,0,发行核准程序有关事项的通知》（发改财金[2008]7号文）、《国家发展,101.12,TRUE,14.04,89.904,409.27,725.827,740.92,para,其它
3805,14.04,142.4,3,80121.12,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,96,14.04,0,改革委办公厅关于进一步规范地方政府融资平台公司发行债券行为,128.36,TRUE,14.04,89.904,103.944,699.64,713.68,para,其它
3806,14.04,169.64,4,80148.36,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,96,14.04,0,有关问题的通知》（发改办财金[2010]2881号）及《国家发展改革委,155.6,TRUE,14.04,89.904,365.59,671.347,686.44,para,其它
3807,14.04,196.88,5,80175.6,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,96,14.04,0,办公厅关于进一步强化企业债券风险防范管理有关问题的通知》（发,182.84,TRUE,14.04,89.904,103.944,645.16,659.2,para,其它
3808,14.04,224.12,6,80202.84,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,96,14.04,0,改办财金[2012]3451号）等法律、行政法规所规定的有关公司债券发,210.08,TRUE,14.04,89.904,228.77,616.867,631.96,para,其它
3809,14.04,251.36,7,80230.08,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,96,14.04,0,行的各项实质性条件。,237.32,TRUE,14.04,89.904,103.944,589.627,603.667,para,其它
3810,14.04,278.63,8,80257.35,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,96,14.04,0,（三）发行人本期债券募集资金用途已经取得了相关主管部门的,264.59,TRUE,14.04,117.86,131.9,563.41,577.45,para,其它
3811,14.04,305.87,9,80284.59,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,96,14.04,0,批准，符合国家产业政策。,291.83,TRUE,14.04,89.904,103.944,535.117,549.157,para,其它
3812,14.04,333.11,10,80311.83,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,96,14.04,0,（四）本期债券《募集说明书》及其摘要中的重大事实方面不存,319.07,TRUE,14.04,117.86,131.9,508.93,522.97,para,其它
3813,14.04,360.35,11,80339.07,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,96,14.04,0,在虚假记载、误导性陈述或重大遗漏，法律意见书内容的引用适当。,346.31,TRUE,14.04,89.904,103.944,480.637,494.677,para,其它
3814,14.04,387.47,12,80366.19,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,96,14.04,0,（五）本期债券发行信用评级符合法律法规规定；本期债券发行,373.43,TRUE,14.04,117.86,131.9,454.57,468.61,para,其它
3815,14.04,414.71,13,80393.43,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,96,14.04,0,承销方案符合法律法规规定。,400.67,TRUE,14.04,89.904,103.944,426.277,440.317,para,其它
3816,14.04,441.97,14,80420.69,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,96,14.04,0,（六）本期债券发行人的偿债保障措施充分，相关法律手续完备，,427.93,TRUE,14.04,117.86,131.9,400.07,414.11,para,其它
3817,14.04,469.21,15,80447.93,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,96,14.04,0,最大限度地保护了投资者的利益，各方当事人签订的协议未违反国家,455.17,TRUE,14.04,89.904,103.944,372.83,386.87,para,其它
3818,14.04,496.45,16,80475.17,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,96,14.04,0,法律、法规及规范性文件的规定，合法有效。,482.41,TRUE,14.04,89.904,103.944,344.537,358.577,para,其它
3819,14.04,523.69,17,80502.41,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,96,14.04,0,（七）发行人为确保本期债券偿还，与相关银行签订了债券资金,509.65,TRUE,14.04,117.86,131.9,318.35,332.39,para,其它
3820,14.04,550.93,18,80529.65,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,96,14.04,0,账户开立和监督的协议，并聘请受托管理人制定了债券持有人会议规,536.89,TRUE,14.04,89.904,103.944,291.11,305.15,para,其它
3821,14.04,578.17,19,80556.89,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,96,14.04,0,则，而该协议及会议规则均是合法有效的。,564.13,TRUE,14.04,89.904,103.944,262.817,276.857,para,其它
3822,14.04,605.44,20,80584.16,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,96,14.04,0,（八）发行人最近三年未发生重大违法违规行为，不存在尚未了,591.4,TRUE,14.04,117.86,131.9,236.6,250.64,para,其它
3823,14.04,632.68,21,80611.4,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,96,14.04,0,结的或者可预见的重大诉讼、仲裁或被行政处罚的案件。,618.64,TRUE,14.04,89.904,103.944,208.307,222.347,para,其它
3824,14.04,659.92,22,80638.64,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,96,14.04,0,（九）发行人申请发行的本期债券已取得在目前阶段发行本期债,645.88,TRUE,14.04,117.86,131.9,182.12,196.16,para,其它
3825,14.04,687.16,23,80665.88,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,96,14.04,0,券所需取得的各项批准和授权，该等已经取得的批准和授权合法有效。,673.12,TRUE,14.04,89.904,103.944,153.827,167.867,para,其它
3826,14.04,714.4,24,80693.12,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,96,14.04,0,综上所述，重庆静昇律师事务所认为，发行人已具备相关法律、,700.36,TRUE,14.04,117.86,131.9,127.64,141.68,para,其它
3827,14.04,741.64,25,80720.36,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,96,14.04,0,法规规定的债券发行的主体资格和实质条件，本期债券发行已获得在,727.6,TRUE,14.04,89.904,103.944,100.4,114.44,para,其它
3828,4.5,789.024,26,80772.784,Times New Roman,9,0,char,96,9,0,95,780.024,TRUE,4.5,293.21,297.71,53.016,62.016,para,页脚
3829,5.28,49.009,0,80873.249,,10.56,0,char,97,10.56,0,2016年重庆两江新区开发投资集团有限公司公司债券募集说明书,38.449,TRUE,5.28,208.97,243.17,792.239,802.799,para,页眉
3830,14.04,87.9,1,80908.66,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,97,14.04,0,目前阶段所必需的授权和批准，本期债券信用评级、承销方案、偿债,73.86,TRUE,14.04,89.904,103.944,754.14,768.18,para,其它
3831,14.04,115.16,2,80935.92,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,97,14.04,0,保障措施和《募集说明书》、监管协议及债劵持有人会议规则亦均符,101.12,TRUE,14.04,89.904,103.944,726.88,740.92,para,其它
3832,14.04,142.4,3,80963.16,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,97,14.04,0,合法律法规规定。发行人取得国家有关主管部门对本期债券发行批准,128.36,TRUE,14.04,89.904,103.944,699.64,713.68,para,其它
3833,14.04,169.64,4,80990.4,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,97,14.04,0,后即取得发行本期债券所需的各项合法批准和授权，可以发行本期债,155.6,TRUE,14.04,89.904,103.944,672.4,686.44,para,其它
